t_s,x_px,y_px,elevation
20.1,1041.91,977.57,1.0
20.2,1045.59,979.14,1.0
20.3,1049.27,980.7,1.0
20.4,1052.95,982.27,1.0
20.5,1056.63,983.83,1.0
20.6,1060.31,985.4,1.0
20.7,1063.99,986.96,1.0
20.8,1067.67,988.53,1.0
20.9,1071.36,990.09,2.0
21.0,1075.04,991.66,1.0
21.1,1078.72,993.22,1.0
21.2,1082.4,994.79,1.0
21.3,1086.08,996.35,1.0
21.4,1089.76,997.92,1.0
21.5,1093.44,999.48,1.0
21.6,1097.12,1001.05,1.0
21.7,1100.8,1002.61,1.0
21.8,1104.49,1004.18,1.0
21.9,1108.17,1005.74,1.0
22.0,1111.85,1007.31,1.0
22.1,1115.53,1008.87,1.0
22.2,1119.21,1010.44,1.0
22.3,1122.89,1012.0,1.0
22.4,1126.57,1013.57,1.0
22.5,1130.25,1015.13,1.0
22.6,1133.93,1016.7,1.0
22.7,1137.62,1018.26,1.0
22.8,1141.3,1019.83,1.0
22.9,1144.98,1021.39,1.0
23.0,1148.66,1022.96,1.0
23.1,1152.34,1024.52,1.0
23.2,1156.02,1026.09,1.0
23.3,1159.7,1027.65,1.0
23.4,1163.38,1029.22,1.0
23.5,1167.06,1030.78,1.0
23.6,1170.75,1032.35,1.0
23.7,1174.43,1033.91,1.0
23.8,1178.11,1035.48,1.0
23.9,1181.79,1037.04,1.0
24.0,1185.47,1038.61,1.0
24.1,1189.15,1040.17,1.0
24.2,1192.83,1041.74,1.0
24.3,1196.51,1043.3,9.0
24.4,1200.19,1044.87,37.0
24.5,1203.88,1046.43,1.0
24.6,1207.56,1048.0,2.0
24.7,1211.24,1049.56,1.0
24.8,1214.92,1051.13,14.0
24.9,1218.6,1052.69,7.0
25.0,1222.28,1054.26,18.0
25.1,1225.96,1055.82,12.0
25.2,1229.64,1057.39,11.0
25.3,1233.32,1058.95,5.0
25.4,1237.01,1060.52,3.0
25.5,1240.69,1062.08,3.0
25.6,1244.37,1063.65,6.0
25.7,1248.05,1065.21,6.0
25.8,1251.73,1066.78,7.0
25.9,1255.41,1068.34,7.0
26.0,1259.09,1069.91,7.0
26.1,1262.77,1071.47,7.0
26.2,1266.45,1073.04,6.0
26.3,1270.14,1074.6,2.0
26.4,1273.82,1076.17,1.0
26.5,1277.5,1077.73,1.0
26.6,1281.18,1079.3,5.0
26.7,1284.86,1080.86,2.0
26.8,1288.54,1082.43,1.0
26.9,1292.22,1083.99,6.0
27.0,1295.9,1085.56,5.0
27.1,1299.58,1087.12,1.0
27.2,1303.27,1088.69,1.0
27.3,1306.95,1090.25,1.0
27.4,1310.63,1091.82,1.0
27.5,1314.31,1093.38,7.0
27.6,1317.99,1094.95,1.0
27.7,1321.67,1096.51,1.0
27.8,1325.35,1098.08,1.0
27.9,1329.03,1099.64,1.0
28.0,1332.72,1101.21,23.0
28.1,1336.4,1102.77,36.0
28.2,1340.08,1104.34,36.0
28.3,1343.76,1105.9,36.0
28.4,1347.44,1107.47,36.0
28.5,1351.12,1109.03,36.0
28.6,1354.8,1110.6,36.0
28.7,1358.48,1112.16,36.0
28.8,1362.16,1113.73,36.0
28.9,1365.85,1115.29,9.0
29.0,1369.53,1116.86,10.0
29.1,1373.21,1118.42,8.0
29.2,1376.89,1119.99,7.0
29.3,1380.57,1121.55,7.0
29.4,1384.25,1123.12,6.0
29.5,1387.93,1124.68,10.0
29.6,1391.61,1126.25,12.0
29.7,1395.29,1127.81,6.0
29.8,1398.98,1129.38,7.0
29.9,1402.66,1130.94,5.0
30.0,1406.34,1132.51,6.0
30.1,1410.02,1134.07,6.0
30.2,1413.7,1135.64,6.0
30.3,1417.38,1137.2,6.0
30.4,1421.06,1138.77,8.0
30.5,1424.74,1140.33,6.0
30.6,1428.42,1141.9,11.0
30.7,1432.11,1143.46,14.0
30.8,1435.79,1145.03,9.0
30.9,1439.47,1146.59,5.0
31.0,1443.15,1148.16,6.0
31.1,1446.83,1149.72,14.0
31.2,1450.51,1151.29,8.0
31.3,1454.19,1152.85,1.0
31.4,1457.87,1154.42,1.0
31.5,1461.55,1155.98,1.0
31.6,1465.24,1157.55,1.0
31.7,1468.92,1159.11,1.0
31.8,1472.23,1158.77,1.0
31.9,1475.06,1155.94,7.0
32.0,1477.88,1153.12,1.0
32.1,1480.71,1150.29,10.0
32.2,1483.54,1147.46,8.0
32.3,1486.37,1144.63,11.0
32.4,1489.2,1141.8,8.0
32.5,1492.03,1138.97,14.0
32.6,1494.86,1136.14,12.0
32.7,1497.68,1133.32,2.0
32.8,1500.51,1130.49,3.0
32.9,1503.34,1127.66,3.0
33.0,1506.17,1124.83,2.0
33.1,1509.0,1122.0,1.0
33.2,1511.83,1119.17,3.0
33.3,1514.65,1116.35,2.0
33.4,1517.48,1113.52,2.0
33.5,1520.31,1110.69,1.0
33.6,1523.14,1107.86,5.0
33.7,1525.97,1105.03,1.0
33.8,1528.8,1102.2,6.0
33.9,1531.62,1099.38,2.0
34.0,1534.45,1096.55,2.0
34.1,1537.28,1093.72,5.0
34.2,1540.11,1090.89,3.0
34.3,1542.94,1088.06,4.0
34.4,1545.77,1085.23,2.0
34.5,1548.6,1082.4,8.0
34.6,1551.42,1079.58,9.0
34.7,1554.25,1076.75,10.0
34.8,1557.08,1073.92,9.0
34.9,1559.91,1071.09,7.0
35.0,1562.74,1068.26,7.0
35.1,1565.57,1065.43,7.0
35.2,1568.39,1062.61,8.0
35.3,1571.22,1059.78,8.0
35.4,1574.05,1056.95,11.0
35.5,1576.88,1054.12,8.0
35.6,1579.71,1051.29,14.0
35.7,1582.54,1048.46,14.0
35.8,1585.36,1045.64,11.0
35.9,1588.19,1042.81,10.0
36.0,1591.02,1039.98,10.0
36.1,1593.85,1037.15,9.0
36.2,1596.68,1034.32,10.0
36.3,1599.51,1031.49,10.0
36.4,1602.34,1028.66,8.0
36.5,1605.16,1025.84,7.0
36.6,1607.99,1023.01,12.0
36.7,1610.82,1020.18,10.0
36.8,1613.65,1017.35,9.0
36.9,1616.48,1014.52,10.0
37.0,1619.31,1011.69,5.0
37.1,1622.13,1008.87,1.0
37.2,1624.96,1006.04,8.0
37.3,1627.79,1003.21,5.0
37.4,1630.62,1000.38,1.0
37.5,1633.45,997.55,11.0
37.6,1636.28,994.72,11.0
37.7,1639.1,991.9,10.0
37.8,1641.93,989.07,1.0
37.9,1644.76,986.24,2.0
38.0,1647.59,983.41,5.0
38.1,1650.42,980.58,9.0
38.2,1653.25,977.75,7.0
38.3,1656.08,974.92,4.0
38.4,1658.9,972.1,1.0
38.5,1661.73,969.27,12.0
38.6,1664.56,966.44,11.0
38.7,1667.39,963.61,6.0
38.8,1670.22,960.78,18.0
38.9,1673.05,957.95,12.0
39.0,1675.87,955.13,180.0
39.1,1678.7,952.3,165.0
39.2,1681.53,949.47,147.0
39.3,1684.36,946.64,175.0
39.4,1687.19,943.81,171.0
39.5,1690.02,940.98,157.0
39.6,1692.85,938.15,158.0
39.7,1695.67,935.33,160.0
39.8,1698.5,932.5,171.0
39.9,1701.33,929.67,154.0
40.0,1704.16,926.84,149.0
40.1,1706.99,924.01,167.0
40.2,1709.82,921.18,145.0
40.3,1712.64,918.36,149.0
40.4,1715.47,915.53,144.0
40.5,1718.3,912.7,129.0
40.6,1721.13,909.87,150.0
40.7,1723.96,907.04,174.0
40.8,1726.79,904.21,240.0
40.9,1729.61,901.39,176.0
41.0,1732.44,898.56,250.0
41.1,1735.27,895.73,125.0
41.2,1738.1,892.9,115.0
41.3,1740.93,890.07,1.0
41.4,1743.76,887.24,48.0
41.5,1746.59,884.41,1.0
41.6,1749.41,881.59,1.0
41.7,1752.24,878.76,1.0
41.8,1755.07,875.93,1.0
41.9,1757.9,873.1,1.0
42.0,1760.73,870.27,1.0
42.1,1763.56,867.44,1.0
42.2,1766.38,864.62,1.0
42.3,1769.21,861.79,1.0
42.4,1772.04,858.96,1.0
42.5,1774.87,856.13,9.0
42.6,1777.7,853.3,8.0
42.7,1780.53,850.47,9.0
42.8,1783.35,847.65,3.0
42.9,1786.18,844.82,1.0
43.0,1789.01,841.99,1.0
43.1,1791.84,839.16,1.0
43.2,1794.67,836.33,2.0
43.3,1797.5,833.5,8.0
43.4,1800.33,830.67,10.0
43.5,1803.15,827.85,11.0
43.6,1805.98,825.02,8.0
43.7,1808.81,822.19,2.0
43.8,1811.64,819.36,1.0
43.9,1814.47,816.53,1.0
44.0,1817.3,813.7,1.0
44.1,1820.12,810.88,1.0
44.2,1822.95,808.05,1.0
44.3,1825.78,805.22,1.0
44.4,1828.61,802.39,1.0
44.5,1831.44,799.56,1.0
44.6,1834.27,796.73,3.0
44.7,1837.09,793.91,3.0
44.8,1839.92,791.08,5.0
44.9,1842.75,788.25,1.0
45.0,1845.58,785.42,1.0
45.1,1848.41,782.59,2.0
45.2,1851.24,779.76,1.0
45.3,1854.07,776.93,1.0
45.4,1856.89,774.11,5.0
45.5,1859.72,771.28,1.0
45.6,1862.55,768.45,1.0
45.7,1865.38,765.62,1.0
45.8,1868.21,762.79,1.0
45.9,1871.04,759.96,9.0
46.0,1873.86,757.14,1.0
46.1,1876.69,754.31,1.0
46.2,1879.52,751.48,1.0
46.3,1882.35,748.65,1.0
46.4,1885.18,745.82,1.0
46.5,1888.01,742.99,1.0
46.6,1890.83,740.17,1.0
46.7,1893.66,737.34,1.0
46.8,1896.49,734.51,1.0
46.9,1899.32,731.68,1.0
47.0,1902.15,728.85,1.0
47.1,1904.98,726.02,1.0
47.2,1907.81,723.19,1.0
47.3,1910.63,720.37,1.0
47.4,1913.46,717.54,4.0
47.5,1916.29,714.71,6.0
47.6,1919.12,711.88,2.0
47.7,1921.95,709.05,2.0
47.8,1924.78,706.22,1.0
47.9,1927.6,703.4,1.0
48.0,1930.43,700.57,6.0
48.1,1933.26,697.74,13.0
48.2,1936.09,694.91,15.0
48.3,1938.92,692.08,10.0
48.4,1941.75,689.25,5.0
48.5,1944.58,686.42,7.0
48.6,1947.4,683.6,7.0
48.7,1950.23,680.77,3.0
48.8,1953.06,677.94,1.0
48.9,1955.89,675.11,1.0
49.0,1958.72,672.28,245.0
49.1,1961.55,669.45,176.0
49.2,1964.37,666.63,173.0
49.3,1967.2,663.8,174.0
49.4,1970.03,660.97,175.0
49.5,1972.86,658.14,168.0
49.6,1975.69,655.31,170.0
49.7,1978.52,652.48,177.0
49.8,1981.34,649.66,198.0
49.9,1984.17,646.83,217.0
50.0,1987.0,644.0,174.0
50.1,1989.83,641.17,190.0
50.2,1992.66,638.34,179.0
50.3,1995.49,635.51,183.0
50.4,1998.32,632.68,190.0
50.5,2001.14,629.86,199.0
50.6,2003.97,627.03,226.0
50.7,2006.8,624.2,233.0
50.8,2009.63,621.37,212.0
50.9,2012.46,618.54,222.0
51.0,2015.29,615.71,204.0
51.1,2018.11,612.89,181.0
51.2,2020.94,610.06,232.0
51.3,2023.77,607.23,187.0
51.4,2026.6,604.4,169.0
51.5,2029.43,601.57,166.0
51.6,2032.26,598.74,175.0
51.7,2035.08,595.92,163.0
51.8,2037.91,593.09,206.0
51.9,2040.74,590.26,222.0
52.0,2043.57,587.43,244.0
52.1,2046.4,584.6,220.0
52.2,2049.23,581.77,205.0
52.3,2052.06,578.94,200.0
52.4,2054.88,576.12,218.0
52.5,2057.71,573.29,222.0
52.6,2060.54,570.46,210.0
52.7,2063.37,567.63,190.0
52.8,2066.2,564.8,220.0
52.9,2069.03,561.97,199.0
53.0,2071.85,559.15,186.0
53.1,2074.68,556.32,193.0
53.2,2077.51,553.49,249.0
53.3,2080.34,550.66,252.0
53.4,2083.17,547.83,253.0
53.5,2086.0,545.0,245.0
53.6,2088.82,542.18,200.0
53.7,2091.65,539.35,197.0
53.8,2094.48,536.52,179.0
53.9,2097.31,533.69,182.0
54.0,2100.14,530.86,179.0
54.1,2102.97,528.03,41.0
54.2,2105.8,525.2,95.0
54.3,2108.62,522.38,93.0
54.4,2111.45,519.55,78.0
54.5,2114.28,516.72,101.0
54.6,2117.11,513.89,92.0
54.7,2119.94,511.06,47.0
54.8,2122.77,508.23,62.0
54.9,2125.59,505.41,26.0
55.0,2128.42,502.58,54.0
55.1,2131.25,499.75,2.0
55.2,2134.08,496.92,43.0
55.3,2136.91,494.09,65.0
55.4,2139.74,491.26,41.0
55.5,2142.56,488.44,103.0
55.6,2145.39,485.61,195.0
55.7,2148.22,482.78,204.0
55.8,2151.05,479.95,206.0
55.9,2153.88,477.12,247.0
56.0,2156.71,474.29,227.0
56.1,2159.54,471.46,221.0
56.2,2162.36,468.64,216.0
56.3,2165.19,465.81,231.0
56.4,2168.02,462.98,239.0
56.5,2170.85,460.15,238.0
56.6,2173.68,457.32,232.0
56.7,2176.51,454.49,250.0
56.8,2179.33,451.67,253.0
56.9,2182.16,448.84,225.0
57.0,2184.99,446.01,243.0
57.1,2187.82,443.18,251.0
57.2,2190.65,440.35,212.0
57.3,2193.48,437.52,251.0
57.4,2196.31,434.69,222.0
57.5,2199.13,431.87,249.0
57.6,2201.96,429.04,250.0
57.7,2204.79,426.21,249.0
57.8,2207.62,423.38,246.0
57.9,2210.45,420.55,240.0
58.0,2213.28,417.72,237.0
58.1,2216.1,414.9,231.0
58.2,2218.93,412.07,224.0
58.3,2221.76,409.24,252.0
58.4,2224.59,406.41,254.0
58.5,2227.42,403.58,245.0
58.6,2230.25,400.75,250.0
58.7,2233.07,397.93,247.0
58.8,2235.9,395.1,252.0
58.9,2238.73,392.27,254.0
59.0,2241.56,389.44,178.0
59.1,2244.39,386.61,139.0
59.2,2247.22,383.78,123.0
59.3,2250.05,380.95,161.0
59.4,2252.87,378.13,143.0
59.5,2255.7,375.3,152.0
59.6,2258.53,372.47,239.0
59.7,2261.36,369.64,245.0
59.8,2264.19,366.81,201.0
59.9,2267.02,363.98,243.0
60.0,2269.84,361.16,233.0
60.1,2272.67,358.33,250.0
60.2,2275.5,355.5,236.0
60.3,2278.33,352.67,232.0
60.4,2281.16,349.84,195.0
60.5,2283.99,347.01,161.0
60.6,2286.81,344.19,244.0
60.7,2289.64,341.36,233.0
60.8,2292.47,338.53,216.0
60.9,2295.3,335.7,155.0
61.0,2298.13,332.87,184.0
61.1,2300.96,330.04,218.0
61.2,2303.79,327.21,246.0
61.3,2306.61,324.39,252.0
61.4,2309.44,321.56,251.0
61.5,2312.27,318.73,251.0
61.6,2315.1,315.9,249.0
61.7,2317.93,313.07,227.0
61.8,2320.76,310.24,214.0
61.9,2323.58,307.42,214.0
62.0,2326.41,304.59,214.0
62.1,2329.24,301.76,214.0
62.2,2332.07,298.93,214.0
62.3,2334.9,296.1,217.0
62.4,2337.73,293.27,219.0
62.5,2340.55,290.45,222.0
62.6,2343.38,287.62,224.0
62.7,2346.21,284.79,222.0
62.8,2349.04,281.96,242.0
62.9,2351.87,279.13,202.0
63.0,2354.7,276.3,235.0
63.1,2357.53,273.47,238.0
63.2,2360.35,270.65,239.0
63.3,2363.18,267.82,235.0
63.4,2366.01,264.99,231.0
63.5,2368.84,262.16,235.0
63.6,2371.67,259.33,224.0
63.7,2374.5,256.5,237.0
63.8,2377.32,253.68,231.0
63.9,2380.15,250.85,253.0
64.0,2382.98,248.02,251.0
64.1,2385.81,245.19,247.0
64.2,2388.64,242.36,246.0
64.3,2391.47,239.53,245.0
64.4,2394.29,236.71,246.0
64.5,2397.12,233.88,253.0
64.6,2399.95,231.05,245.0
64.7,2402.78,228.22,247.0
64.8,2405.61,225.39,222.0
64.9,2408.44,222.56,229.0
65.0,2411.27,219.73,235.0
65.1,2414.09,216.91,234.0
65.2,2416.92,214.08,248.0
65.3,2419.75,211.25,244.0
65.4,2422.58,208.42,243.0
65.5,2425.41,205.59,246.0
65.6,2428.24,202.76,240.0
65.7,2431.06,199.94,237.0
65.8,2433.89,197.11,240.0
65.9,2436.72,194.28,233.0
66.0,2439.55,191.45,237.0
66.1,2442.38,188.62,240.0
66.2,2445.21,185.79,236.0
66.3,2448.04,182.96,240.0
66.4,2450.86,180.14,238.0
66.5,2453.69,177.31,237.0
66.6,2456.52,174.48,236.0
66.7,2459.35,171.65,236.0
66.8,2462.18,168.82,234.0
66.9,2465.01,165.99,234.0
67.0,2467.83,163.17,237.0
67.1,2471.49,164.41,236.0
67.2,2475.2,165.9,235.0
67.3,2478.91,167.4,235.0
67.4,2482.62,168.89,234.0
67.5,2486.33,170.39,234.0
67.6,2490.04,171.88,234.0
67.7,2493.75,173.38,234.0
67.8,2497.46,174.87,230.0
67.9,2501.17,176.37,232.0
68.0,2504.88,177.86,226.0
68.1,2508.59,179.36,229.0
68.2,2512.3,180.85,224.0
68.3,2516.01,182.35,229.0
68.4,2519.72,183.84,222.0
68.5,2523.44,185.33,221.0
68.6,2527.15,186.83,229.0
68.7,2530.86,188.32,224.0
68.8,2534.57,189.82,219.0
68.9,2538.28,191.31,217.0
69.0,2541.99,192.81,216.0
69.1,2545.7,194.3,213.0
69.2,2549.41,195.8,212.0
69.3,2553.12,197.29,210.0
69.4,2556.83,198.79,205.0
69.5,2560.54,200.28,205.0
69.6,2564.25,201.78,204.0
69.7,2567.96,203.27,201.0
69.8,2571.67,204.77,202.0
69.9,2575.38,206.26,202.0
70.0,2579.09,207.76,202.0
70.1,2582.8,209.25,199.0
70.2,2586.51,210.75,202.0
70.3,2590.22,212.24,203.0
70.4,2593.93,213.74,199.0
70.5,2597.64,215.23,201.0
70.6,2601.35,216.73,201.0
70.7,2605.06,218.22,199.0
70.8,2608.77,219.72,199.0
70.9,2612.48,221.21,197.0
71.0,2616.19,222.71,197.0
71.1,2619.9,224.2,199.0
71.2,2623.61,225.7,198.0
71.3,2627.32,227.19,198.0
71.4,2631.03,228.69,202.0
71.5,2634.74,230.18,203.0
71.6,2638.45,231.68,199.0
71.7,2642.16,233.17,195.0
71.8,2645.87,234.66,195.0
71.9,2649.58,236.16,194.0
72.0,2653.29,237.65,234.0
72.1,2657.0,239.15,222.0
72.2,2660.71,240.64,181.0
72.3,2664.42,242.14,194.0
72.4,2668.13,243.63,194.0
72.5,2671.84,245.13,194.0
72.6,2675.55,246.62,197.0
72.7,2679.26,248.12,192.0
72.8,2682.97,249.61,192.0
72.9,2686.68,251.11,191.0
73.0,2690.39,252.6,195.0
73.1,2694.1,254.1,193.0
73.2,2697.81,255.59,190.0
73.3,2701.52,257.09,189.0
73.4,2705.23,258.58,189.0
73.5,2708.94,260.08,192.0
73.6,2712.65,261.57,193.0
73.7,2716.36,263.07,193.0
73.8,2720.07,264.56,195.0
73.9,2723.78,266.06,194.0
74.0,2727.5,267.55,197.0
74.1,2731.21,269.05,196.0
74.2,2734.92,270.54,196.0
74.3,2738.63,272.04,197.0
74.4,2742.34,273.53,199.0
74.5,2746.05,275.03,197.0
74.6,2749.76,276.52,194.0
74.7,2753.47,278.02,194.0
74.8,2757.18,279.51,196.0
74.9,2760.89,281.0,193.0
75.0,2764.6,282.5,198.0
75.1,2768.31,283.99,197.0
75.2,2772.02,285.49,200.0
75.3,2775.73,286.98,202.0
75.4,2779.44,288.48,203.0
75.5,2783.15,289.97,204.0
75.6,2786.86,291.47,211.0
75.7,2790.57,292.96,215.0
75.8,2794.28,294.46,215.0
75.9,2797.99,295.95,220.0
76.0,2801.7,297.45,218.0
76.1,2805.41,298.94,216.0
76.2,2809.12,300.44,213.0
76.3,2812.83,301.93,216.0
76.4,2816.54,303.43,212.0
76.5,2820.25,304.92,215.0
76.6,2823.96,306.42,217.0
76.7,2827.67,307.91,217.0
76.8,2831.38,309.41,219.0
76.9,2835.09,310.9,221.0
77.0,2838.8,312.4,223.0
77.1,2842.51,313.89,223.0
77.2,2846.22,315.39,224.0
77.3,2849.93,316.88,229.0
77.4,2853.64,318.38,230.0
77.5,2857.35,319.87,238.0
77.6,2861.06,321.37,234.0
77.7,2864.77,322.86,235.0
77.8,2868.48,324.36,234.0
77.9,2872.19,325.85,240.0
78.0,2875.9,327.34,239.0
78.1,2879.61,328.84,240.0
78.2,2883.32,330.33,240.0
78.3,2887.03,331.83,241.0
78.4,2890.74,333.32,241.0
78.5,2894.45,334.82,240.0
78.6,2898.16,336.31,244.0
78.7,2901.87,337.81,246.0
78.8,2905.58,339.3,245.0
78.9,2909.29,340.8,244.0
79.0,2913.0,342.29,241.0
79.1,2916.71,343.79,238.0
79.2,2920.42,345.28,239.0
79.3,2924.13,346.78,238.0
79.4,2927.84,348.27,239.0
79.5,2931.56,349.77,237.0
79.6,2935.27,351.26,239.0
79.7,2938.98,352.76,230.0
79.8,2942.69,354.25,230.0
79.9,2946.4,355.75,231.0
80.0,2950.11,357.24,228.0
80.1,2953.82,358.74,223.0
80.2,2957.53,360.23,223.0
80.3,2961.24,361.73,225.0
80.4,2964.95,363.22,245.0
80.5,2968.66,364.72,238.0
80.6,2972.37,366.21,215.0
80.7,2976.08,367.71,215.0
80.8,2979.79,369.2,212.0
80.9,2983.5,370.7,208.0
81.0,2987.21,372.19,208.0
81.1,2990.92,373.68,211.0
81.2,2994.63,375.18,225.0
81.3,2998.34,376.67,247.0
81.4,3002.05,378.17,232.0
81.5,3005.76,379.66,152.0
81.6,3009.47,381.16,142.0
81.7,3013.18,382.65,171.0
81.8,3016.89,384.15,242.0
81.9,3020.6,385.64,209.0
82.0,3024.31,387.14,189.0
82.1,3028.02,388.63,190.0
82.2,3031.73,390.13,190.0
