t_s,x_px,y_px,elevation
16.1,466.54,538.91,37.0
16.2,466.99,539.12,37.0
16.3,467.44,539.34,37.0
16.4,467.89,539.56,36.0
16.5,468.34,539.77,36.0
16.6,468.79,539.99,36.0
16.7,469.24,540.21,36.0
16.8,469.69,540.42,35.0
16.9,470.14,540.64,34.0
17.0,470.59,540.86,34.0
17.1,471.04,541.07,34.0
17.2,471.49,541.29,34.0
17.3,471.94,541.51,34.0
17.4,472.4,541.72,34.0
17.5,472.85,541.94,34.0
17.6,473.3,542.16,34.0
17.7,473.75,542.38,35.0
17.8,474.2,542.59,34.0
17.9,474.65,542.81,34.0
18.0,475.1,543.03,34.0
18.1,475.55,543.24,35.0
18.2,476.0,543.46,35.0
18.3,476.45,543.68,34.0
18.4,476.9,543.89,34.0
18.5,477.35,544.11,34.0
18.6,477.8,544.33,34.0
18.7,478.25,544.54,34.0
18.8,478.7,544.76,34.0
18.9,479.15,544.98,34.0
19.0,479.6,545.19,34.0
19.1,480.05,545.41,34.0
19.2,480.51,545.63,33.0
19.3,480.96,545.84,33.0
19.4,481.41,546.06,33.0
19.5,481.86,546.28,34.0
19.6,482.31,546.49,34.0
19.7,482.76,546.71,34.0
19.8,483.21,546.93,34.0
19.9,483.66,547.14,30.0
20.0,484.11,547.36,30.0
20.1,484.56,547.58,33.0
20.2,485.01,547.8,33.0
20.3,485.46,548.01,33.0
20.4,485.91,548.23,33.0
20.5,486.36,548.45,33.0
20.6,486.81,548.66,29.0
20.7,487.26,548.88,29.0
20.8,487.71,549.1,27.0
20.9,488.16,549.31,27.0
21.0,488.62,549.53,31.0
21.1,489.07,549.75,31.0
21.2,489.52,549.96,30.0
21.3,489.97,550.18,30.0
21.4,490.42,550.4,30.0
21.5,490.87,550.61,31.0
21.6,491.32,550.83,31.0
21.7,491.77,551.05,34.0
21.8,492.22,551.26,34.0
21.9,492.67,551.48,34.0
22.0,493.12,551.7,26.0
22.1,493.57,551.91,32.0
22.2,494.02,552.13,32.0
22.3,494.47,552.35,32.0
22.4,494.92,552.57,31.0
22.5,495.37,552.78,31.0
22.6,495.82,553.0,32.0
22.7,496.27,553.22,32.0
22.8,496.73,553.43,32.0
22.9,497.18,553.65,32.0
23.0,497.63,553.87,31.0
23.1,498.08,554.08,31.0
23.2,498.53,554.3,31.0
23.3,498.98,554.52,31.0
23.4,499.43,554.73,31.0
23.5,499.88,554.95,31.0
23.6,500.33,555.17,31.0
23.7,500.78,555.38,31.0
23.8,501.23,555.6,33.0
23.9,501.68,555.82,29.0
24.0,502.13,556.03,29.0
24.1,502.58,556.25,29.0
24.2,503.03,556.47,29.0
24.3,503.48,556.68,27.0
24.4,503.93,556.9,29.0
24.5,504.38,557.12,29.0
24.6,504.84,557.33,29.0
24.7,505.29,557.55,29.0
24.8,505.74,557.77,27.0
24.9,506.19,557.99,27.0
25.0,506.64,558.2,27.0
25.1,507.09,558.42,27.0
25.2,507.54,558.64,29.0
25.3,507.99,558.85,29.0
25.4,508.44,559.07,29.0
25.5,508.89,559.29,29.0
25.6,509.34,559.5,26.0
25.7,509.79,559.72,29.0
25.8,510.24,559.94,29.0
25.9,510.69,560.15,29.0
26.0,511.14,560.37,29.0
26.1,511.59,560.59,29.0
26.2,512.04,560.8,29.0
26.3,512.49,561.02,29.0
26.4,512.94,561.24,29.0
26.5,513.4,561.45,29.0
26.6,513.85,561.67,29.0
26.7,514.3,561.89,29.0
26.8,514.75,562.1,29.0
26.9,515.2,562.32,29.0
27.0,515.65,562.54,29.0
27.1,516.1,562.76,29.0
27.2,516.55,562.97,29.0
27.3,517.0,563.19,29.0
27.4,517.45,563.41,29.0
27.5,517.9,563.62,29.0
27.6,518.35,563.84,29.0
27.7,518.8,564.06,29.0
27.8,519.25,564.27,29.0
27.9,519.7,564.49,27.0
28.0,520.15,564.71,30.0
28.1,520.6,564.92,30.0
28.2,521.05,565.14,30.0
28.3,521.51,565.36,27.0
28.4,521.96,565.57,29.0
28.5,522.41,565.79,29.0
28.6,522.86,566.01,29.0
28.7,523.31,566.22,29.0
28.8,523.76,566.44,30.0
28.9,524.21,566.66,32.0
29.0,524.66,566.87,32.0
29.1,525.11,567.09,32.0
29.2,525.56,567.31,34.0
29.3,526.01,567.52,29.0
29.4,526.46,567.74,29.0
29.5,526.91,567.96,29.0
29.6,527.36,568.18,29.0
29.7,527.81,568.39,27.0
29.8,528.26,568.61,27.0
29.9,528.71,568.83,27.0
30.0,529.16,569.04,27.0
30.1,529.62,569.26,26.0
30.2,530.07,569.48,26.0
30.3,530.52,569.69,27.0
30.4,530.97,569.91,27.0
30.5,531.42,570.13,27.0
30.6,531.87,570.34,27.0
30.7,532.32,570.56,26.0
30.8,532.77,570.78,26.0
30.9,533.22,570.99,26.0
31.0,533.67,571.21,26.0
31.1,534.12,571.43,26.0
31.2,534.57,571.64,26.0
31.3,535.02,571.86,26.0
31.4,535.47,572.08,26.0
31.5,535.92,572.29,26.0
31.6,536.37,572.51,26.0
31.7,536.82,572.73,26.0
31.8,537.27,572.95,26.0
31.9,537.73,573.16,26.0
32.0,538.18,573.38,26.0
32.1,538.63,573.6,26.0
32.2,539.08,573.81,26.0
32.3,539.53,574.03,25.0
32.4,539.98,574.25,25.0
32.5,540.43,574.46,25.0
32.6,540.88,574.68,25.0
32.7,541.33,574.9,25.0
32.8,541.78,575.11,24.0
32.9,542.23,575.33,24.0
33.0,542.68,575.55,24.0
33.1,543.13,575.76,24.0
33.2,543.58,575.98,24.0
33.3,544.03,576.2,24.0
33.4,544.48,576.41,24.0
33.5,544.93,576.63,24.0
33.6,545.38,576.85,24.0
33.7,545.83,577.06,25.0
33.8,546.29,577.28,25.0
33.9,546.74,577.5,25.0
34.0,547.19,577.71,25.0
34.1,547.64,577.93,24.0
34.2,548.09,578.15,24.0
34.3,548.54,578.37,24.0
34.4,548.99,578.58,25.0
34.5,549.44,578.8,25.0
34.6,549.89,579.02,24.0
34.7,550.34,579.23,24.0
34.8,550.79,579.45,24.0
34.9,551.24,579.67,24.0
35.0,551.69,579.88,23.0
35.1,552.14,580.1,23.0
35.2,552.59,580.32,23.0
35.3,553.04,580.53,24.0
35.4,553.49,580.75,24.0
35.5,553.94,580.97,24.0
35.6,554.4,581.18,24.0
35.7,554.85,581.4,24.0
35.8,555.3,581.62,24.0
35.9,555.75,581.83,23.0
36.0,556.2,582.05,23.0
36.1,556.65,582.27,23.0
36.2,557.1,582.48,23.0
36.3,557.55,582.7,22.0
36.4,558.0,582.92,22.0
36.5,558.45,583.13,22.0
36.6,558.9,583.35,22.0
36.7,559.35,583.57,23.0
36.8,559.8,583.79,23.0
36.9,560.25,584.0,23.0
37.0,560.7,584.22,23.0
37.1,561.15,584.44,23.0
37.2,561.6,584.65,21.0
37.3,562.05,584.87,21.0
37.4,562.51,585.09,21.0
37.5,562.96,585.3,21.0
37.6,563.41,585.52,21.0
37.7,563.86,585.74,20.0
37.8,564.31,585.95,20.0
37.9,564.76,586.17,20.0
38.0,565.21,586.39,20.0
38.1,565.66,586.6,19.0
38.2,566.11,586.82,19.0
38.3,566.56,587.04,19.0
38.4,567.01,587.25,19.0
38.5,567.46,587.47,19.0
38.6,567.91,587.69,19.0
38.7,568.36,587.9,19.0
38.8,568.81,588.12,19.0
38.9,569.26,588.34,19.0
39.0,569.71,588.56,20.0
39.1,570.16,588.77,20.0
39.2,570.62,588.99,20.0
39.3,571.07,589.21,20.0
39.4,571.52,589.42,20.0
39.5,571.97,589.64,19.0
39.6,572.42,589.86,19.0
39.7,572.87,590.07,19.0
39.8,573.32,590.29,19.0
39.9,573.77,590.51,18.0
40.0,574.22,590.72,18.0
40.1,574.67,590.94,18.0
40.2,575.12,591.16,18.0
40.3,575.57,591.37,18.0
40.4,576.02,591.59,17.0
40.5,576.47,591.81,17.0
40.6,576.92,592.02,17.0
40.7,577.37,592.24,17.0
40.8,577.82,592.46,18.0
40.9,578.27,592.67,15.0
41.0,578.73,592.89,15.0
41.1,579.18,593.11,15.0
41.2,579.63,593.32,15.0
41.3,580.08,593.54,15.0
41.4,580.53,593.76,15.0
41.5,580.98,593.98,15.0
41.6,581.43,594.19,15.0
41.7,581.88,594.41,15.0
41.8,582.33,594.63,14.0
41.9,582.78,594.84,14.0
42.0,583.23,595.06,14.0
42.1,583.68,595.28,15.0
42.2,584.13,595.49,15.0
42.3,584.58,595.71,14.0
42.4,585.03,595.93,14.0
42.5,585.48,596.14,14.0
42.6,585.93,596.36,14.0
42.7,586.38,596.58,14.0
42.8,586.83,596.79,14.0
42.9,587.29,597.01,14.0
43.0,587.74,597.23,12.0
43.1,588.19,597.44,12.0
43.2,588.64,597.66,14.0
43.3,589.09,597.88,14.0
43.4,589.54,598.09,18.0
43.5,589.99,598.31,18.0
43.6,590.44,598.53,20.0
43.7,590.89,598.75,20.0
43.8,591.34,598.96,20.0
43.9,591.79,599.18,20.0
44.0,592.24,599.4,20.0
44.1,592.69,599.61,16.0
44.2,593.14,599.83,16.0
44.3,593.59,600.05,13.0
44.4,594.04,600.26,13.0
44.5,594.49,600.48,13.0
44.6,594.94,600.7,13.0
44.7,595.4,600.91,13.0
44.8,595.85,601.13,14.0
44.9,596.3,601.35,14.0
45.0,596.75,601.56,14.0
45.1,597.2,601.78,14.0
45.2,597.65,602.0,15.0
45.3,598.1,602.21,15.0
45.4,598.55,602.43,15.0
45.5,599.0,602.65,15.0
45.6,599.45,602.86,15.0
45.7,599.9,603.08,14.0
45.8,600.35,603.3,14.0
45.9,600.8,603.51,14.0
46.0,601.25,603.73,14.0
46.1,601.7,603.95,14.0
46.2,602.15,604.17,14.0
46.3,602.6,604.38,14.0
46.4,603.05,604.6,18.0
46.5,603.51,604.82,17.0
46.6,603.96,605.03,17.0
46.7,604.41,605.25,17.0
46.8,604.86,605.47,17.0
46.9,605.31,605.68,21.0
47.0,605.76,605.9,20.0
47.1,606.21,606.12,20.0
47.2,606.66,606.33,20.0
47.3,607.11,606.55,22.0
47.4,607.56,606.77,23.0
47.5,608.01,606.98,23.0
47.6,608.46,607.2,23.0
47.7,608.91,607.42,23.0
47.8,609.36,607.63,22.0
47.9,609.81,607.85,22.0
48.0,610.26,608.07,22.0
48.1,610.71,608.28,22.0
48.2,611.16,608.5,22.0
48.3,611.62,608.72,22.0
48.4,612.07,608.94,22.0
48.5,612.52,609.15,22.0
48.6,612.97,609.37,22.0
48.7,613.42,609.59,21.0
48.8,613.87,609.8,17.0
48.9,614.32,610.02,17.0
49.0,614.77,610.24,17.0
49.1,615.22,610.45,17.0
49.2,615.67,610.67,14.0
49.3,616.12,610.89,14.0
49.4,616.57,611.1,14.0
49.5,617.02,611.32,14.0
49.6,617.47,611.54,15.0
49.7,617.92,611.75,15.0
49.8,618.37,611.97,15.0
49.9,618.82,612.19,15.0
50.0,619.27,612.4,15.0
50.1,619.72,612.62,16.0
50.2,620.18,612.84,16.0
50.3,620.63,613.05,16.0
50.4,621.08,613.27,16.0
50.5,621.53,613.49,21.0
50.6,621.98,613.7,17.0
50.7,622.43,613.92,17.0
50.8,622.88,614.14,17.0
50.9,623.33,614.36,17.0
51.0,623.78,614.57,21.0
51.1,624.23,614.79,21.0
51.2,624.68,615.01,21.0
51.3,625.13,615.22,21.0
51.4,625.58,615.44,22.0
51.5,626.03,615.66,22.0
51.6,626.48,615.87,22.0
51.7,626.93,616.09,22.0
51.8,627.38,616.31,22.0
51.9,627.83,616.52,21.0
52.0,628.29,616.74,21.0
52.1,628.74,616.96,21.0
52.2,629.19,617.17,21.0
52.3,629.64,617.39,21.0
52.4,630.09,617.61,22.0
52.5,630.54,617.82,22.0
52.6,630.99,618.04,22.0
52.7,631.44,618.26,22.0
52.8,631.89,618.47,17.0
52.9,632.34,618.69,17.0
53.0,632.79,618.91,17.0
53.1,633.24,619.13,17.0
53.2,633.69,619.34,8.0
53.3,634.14,619.56,9.0
53.4,634.59,619.78,9.0
53.5,635.04,619.99,9.0
53.6,635.49,620.21,9.0
53.7,635.94,620.43,11.0
53.8,636.4,620.64,14.0
53.9,636.85,620.86,14.0
54.0,637.3,621.08,14.0
54.1,637.75,621.29,14.0
54.2,638.2,621.51,13.0
54.3,638.65,621.73,13.0
54.4,639.1,621.94,13.0
54.5,639.55,622.16,5.0
54.6,640.0,622.38,5.0
54.7,640.45,622.59,7.0
54.8,640.9,622.81,7.0
54.9,641.35,623.03,7.0
55.0,641.8,623.24,1.0
55.1,642.25,623.46,1.0
55.2,642.7,623.68,2.0
55.3,643.15,623.89,2.0
55.4,643.6,624.11,2.0
55.5,644.05,624.33,2.0
55.6,644.51,624.55,1.0
55.7,644.96,624.76,1.0
55.8,645.41,624.98,1.0
55.9,645.86,625.2,1.0
56.0,646.31,625.41,1.0
56.1,646.76,625.63,1.0
56.2,647.21,625.85,1.0
56.3,647.66,626.06,1.0
56.4,648.11,626.28,1.0
56.5,648.56,626.5,1.0
56.6,649.01,626.71,1.0
56.7,649.46,626.93,1.0
56.8,649.91,627.15,2.0
56.9,650.36,627.36,2.0
57.0,650.81,627.58,1.0
57.1,651.26,627.8,1.0
57.2,651.71,628.01,2.0
57.3,652.16,628.23,2.0
57.4,652.62,628.45,2.0
57.5,653.07,628.66,1.0
57.6,653.52,628.88,2.0
57.7,653.97,629.1,2.0
57.8,654.42,629.32,2.0
57.9,654.87,629.53,2.0
58.0,655.32,629.75,2.0
58.1,655.77,629.97,2.0
58.2,656.22,630.18,2.0
58.3,656.67,630.4,2.0
58.4,657.12,630.62,2.0
58.5,657.57,630.83,3.0
58.6,658.02,631.05,3.0
58.7,658.47,631.27,3.0
58.8,658.92,631.48,3.0
58.9,659.37,631.7,2.0
59.0,659.82,631.92,2.0
59.1,660.27,632.13,2.0
59.2,660.72,632.35,2.0
59.3,661.18,632.57,3.0
59.4,661.63,632.78,1.0
59.5,662.08,633.0,1.0
59.6,662.53,633.22,1.0
59.7,662.98,633.43,1.0
59.8,663.43,633.65,1.0
59.9,663.88,633.87,1.0
60.0,664.33,634.08,1.0
60.1,664.78,634.3,1.0
60.2,665.23,634.52,1.0
60.3,665.68,634.74,4.0
60.4,666.13,634.95,4.0
60.5,666.58,635.17,4.0
60.6,667.03,635.39,4.0
60.7,667.48,635.6,3.0
60.8,667.93,635.82,1.0
60.9,668.38,636.04,1.0
61.0,668.83,636.25,1.0
61.1,669.29,636.47,1.0
61.2,669.74,636.69,2.0
61.3,670.19,636.9,2.0
61.4,670.64,637.12,2.0
61.5,671.09,637.34,2.0
61.6,671.54,637.55,1.0
61.7,671.99,637.77,1.0
61.8,672.44,637.99,1.0
61.9,672.89,638.2,1.0
62.0,673.34,638.42,1.0
62.1,673.79,638.64,1.0
62.2,674.24,638.85,1.0
62.3,674.69,639.07,1.0
62.4,675.14,639.29,1.0
62.5,675.59,639.51,2.0
62.6,676.04,639.72,2.0
62.7,676.49,639.94,2.0
62.8,676.94,640.16,2.0
62.9,677.4,640.37,2.0
63.0,677.85,640.59,3.0
63.1,678.3,640.81,3.0
63.2,678.75,641.02,3.0
63.3,679.2,641.24,3.0
63.4,679.65,641.46,5.0
63.5,680.1,641.67,1.0
63.6,680.55,641.89,1.0
63.7,681.0,642.11,1.0
63.8,681.45,642.32,1.0
63.9,681.9,642.54,1.0
64.0,682.35,642.76,1.0
64.1,682.8,642.97,1.0
64.2,683.25,643.19,1.0
64.3,683.7,643.41,1.0
64.4,684.15,643.62,1.0
64.5,684.6,643.84,1.0
64.6,685.05,644.06,1.0
64.7,685.51,644.27,1.0
64.8,685.96,644.49,1.0
64.9,686.41,644.71,2.0
65.0,686.86,644.93,2.0
65.1,687.31,645.14,2.0
65.2,687.76,645.36,1.0
65.3,688.21,645.58,1.0
65.4,688.66,645.79,1.0
65.5,689.11,646.01,1.0
65.6,689.56,646.23,1.0
65.7,690.01,646.44,1.0
65.8,690.46,646.66,1.0
65.9,690.91,646.88,1.0
66.0,691.36,647.09,1.0
66.1,691.81,647.31,1.0
66.2,692.26,647.53,1.0
66.3,692.71,647.74,1.0
66.4,693.16,647.96,1.0
66.5,693.61,648.18,1.0
66.6,694.07,648.39,1.0
66.7,694.52,648.61,1.0
66.8,694.97,648.83,1.0
66.9,695.42,649.04,1.0
67.0,695.87,649.26,1.0
67.1,696.32,649.48,1.0
67.2,696.77,649.7,1.0
67.3,697.22,649.91,1.0
67.4,697.67,650.13,1.0
67.5,698.12,650.35,1.0
67.6,698.57,650.56,1.0
67.7,699.02,650.78,1.0
67.8,699.47,651.0,1.0
67.9,699.92,651.21,1.0
68.0,700.37,651.43,1.0
68.1,700.82,651.65,1.0
68.2,701.27,651.86,1.0
68.3,701.72,652.08,1.0
68.4,702.18,652.3,1.0
68.5,702.63,652.51,1.0
68.6,703.08,652.73,1.0
68.7,703.53,652.95,1.0
68.8,703.98,653.16,1.0
68.9,704.43,653.38,1.0
69.0,704.88,653.6,1.0
69.1,705.33,653.81,1.0
69.2,705.78,654.03,1.0
69.3,706.23,654.25,1.0
69.4,706.68,654.46,1.0
69.5,707.13,654.68,1.0
69.6,707.58,654.9,1.0
69.7,708.03,655.12,1.0
69.8,708.48,655.33,1.0
69.9,708.93,655.55,1.0
70.0,709.38,655.77,1.0
70.1,709.83,655.98,1.0
70.2,710.29,656.2,1.0
70.3,710.74,656.42,1.0
70.4,711.19,656.63,1.0
70.5,711.64,656.85,1.0
70.6,712.09,657.07,1.0
70.7,712.54,657.28,1.0
70.8,712.99,657.5,1.0
70.9,713.44,657.72,1.0
71.0,713.89,657.93,1.0
71.1,714.34,658.15,1.0
71.2,714.79,658.37,1.0
71.3,715.24,658.58,1.0
71.4,715.69,658.8,1.0
71.5,716.14,659.02,1.0
71.6,716.59,659.23,1.0
71.7,717.04,659.45,1.0
71.8,717.49,659.67,1.0
71.9,717.94,659.89,1.0
72.0,718.4,660.1,1.0
72.1,718.85,660.32,1.0
72.2,719.3,660.54,1.0
72.3,719.75,660.75,1.0
72.4,720.2,660.97,1.0
72.5,720.65,661.19,1.0
72.6,721.1,661.4,1.0
72.7,721.55,661.62,1.0
72.8,722.0,661.84,1.0
72.9,722.45,662.05,1.0
73.0,722.9,662.27,1.0
73.1,723.35,662.49,1.0
73.2,723.8,662.7,1.0
73.3,724.25,662.92,1.0
73.4,724.7,663.14,1.0
73.5,725.15,663.35,1.0
73.6,725.6,663.57,1.0
73.7,726.05,663.79,1.0
73.8,726.51,664.0,1.0
73.9,726.96,664.22,1.0
74.0,727.41,664.44,1.0
74.1,727.86,664.65,1.0
74.2,728.31,664.87,1.0
74.3,728.76,665.09,1.0
74.4,729.21,665.31,1.0
74.5,729.66,665.52,1.0
74.6,730.11,665.74,1.0
74.7,730.56,665.96,1.0
74.8,731.01,666.17,1.0
74.9,731.46,666.39,1.0
75.0,731.91,666.61,1.0
75.1,732.36,666.82,1.0
75.2,732.81,667.04,1.0
75.3,733.26,667.26,1.0
75.4,733.71,667.47,1.0
75.5,734.16,667.69,1.0
75.6,734.61,667.91,1.0
75.7,735.07,668.12,1.0
75.8,735.52,668.34,1.0
75.9,735.97,668.56,3.0
76.0,736.42,668.77,3.0
76.1,736.87,668.99,3.0
76.2,737.32,669.21,3.0
76.3,737.77,669.42,1.0
76.4,738.22,669.64,5.0
76.5,738.67,669.86,5.0
76.6,739.12,670.08,5.0
76.7,739.57,670.29,1.0
76.8,740.02,670.51,5.0
76.9,740.47,670.73,5.0
77.0,740.92,670.94,5.0
77.1,741.37,671.16,5.0
77.2,741.82,671.38,3.0
77.3,742.27,671.59,6.0
77.4,742.72,671.81,6.0
77.5,743.18,672.03,6.0
77.6,743.63,672.24,1.0
77.7,744.08,672.46,1.0
77.8,744.53,672.68,4.0
77.9,744.98,672.89,4.0
78.0,745.43,673.11,4.0
78.1,745.88,673.33,1.0
78.2,746.33,673.54,4.0
78.3,746.78,673.76,4.0
78.4,747.23,673.98,4.0
78.5,747.68,674.19,1.0
78.6,748.13,674.41,1.0
78.7,748.58,674.63,2.0
78.8,749.03,674.84,2.0
78.9,749.48,675.06,2.0
79.0,749.93,675.28,1.0
79.1,750.38,675.5,1.0
79.2,750.83,675.71,2.0
79.3,751.29,675.93,2.0
79.4,751.74,676.15,1.0
79.5,752.19,676.36,1.0
79.6,752.64,676.58,2.0
79.7,753.09,676.8,2.0
79.8,753.54,677.01,1.0
79.9,753.99,677.23,1.0
80.0,754.44,677.45,1.0
80.1,754.89,677.66,1.0
80.2,755.34,677.88,1.0
80.3,755.79,678.1,1.0
80.4,756.24,678.31,1.0
80.5,756.69,678.53,1.0
80.6,757.14,678.75,1.0
80.7,757.59,678.96,1.0
80.8,758.04,679.18,1.0
80.9,758.49,679.4,1.0
81.0,758.94,679.61,1.0
81.1,759.4,679.83,1.0
81.2,759.85,680.05,1.0
81.3,760.3,680.27,1.0
81.4,760.75,680.48,1.0
81.5,761.2,680.7,1.0
81.6,761.65,680.92,1.0
81.7,762.1,681.13,1.0
81.8,762.55,681.35,1.0
81.9,763.0,681.57,1.0
82.0,763.45,681.78,1.0
82.1,763.9,682.0,1.0
82.2,764.35,682.22,1.0
82.3,764.8,682.43,1.0
82.4,765.25,682.65,1.0
82.5,765.7,682.87,1.0
82.6,766.15,683.08,1.0
82.7,766.6,683.3,1.0
82.8,767.05,683.52,1.0
82.9,767.5,683.73,1.0
83.0,767.96,683.95,1.0
83.1,768.41,684.17,1.0
83.2,768.86,684.38,1.0
83.3,769.31,684.6,1.0
83.4,769.76,684.82,1.0
83.5,770.21,685.03,1.0
83.6,770.66,685.25,1.0
83.7,771.11,685.47,1.0
83.8,771.56,685.69,1.0
83.9,772.01,685.9,1.0
84.0,772.46,686.12,1.0
84.1,772.91,686.34,1.0
84.2,773.36,686.55,1.0
84.3,773.81,686.77,1.0
84.4,774.26,686.99,1.0
84.5,774.71,687.2,1.0
84.6,775.16,687.42,1.0
84.7,775.61,687.64,1.0
84.8,776.07,687.85,1.0
84.9,776.52,688.07,1.0
85.0,776.97,688.29,1.0
85.1,777.42,688.5,1.0
85.2,777.87,688.72,1.0
85.3,778.32,688.94,1.0
85.4,778.77,689.15,1.0
85.5,779.22,689.37,1.0
85.6,779.67,689.59,1.0
85.7,780.12,689.8,1.0
85.8,780.57,690.02,1.0
85.9,781.02,690.24,1.0
86.0,781.47,690.46,1.0
86.1,781.92,690.67,1.0
86.2,782.37,690.89,1.0
86.3,782.82,691.11,1.0
86.4,783.27,691.32,1.0
86.5,783.72,691.54,1.0
86.6,784.18,691.76,1.0
86.7,784.63,691.97,1.0
86.8,785.08,692.19,1.0
86.9,785.53,692.41,12.0
87.0,785.98,692.62,1.0
87.1,786.43,692.84,1.0
87.2,786.88,693.06,1.0
