t_s,x_px,y_px
6.5,430.95228310213264,297.820802373747
6.6,431.08633836792154,297.8246297441669
6.7,431.2203864229409,297.8285384701839
6.8,431.35442707756346,297.8325285833329
6.9,431.48846013637916,297.8366001233365
7.0,431.6224853982568,297.84075313819227
7.1,431.75650265640564,297.84498768425823
7.2,431.89051169843697,297.84930382633775
7.3,432.0245123202088,297.8537015233789
7.4,432.15850433967034,297.8581805141727
7.5,432.29248758314134,297.8627404318176
7.6,432.4264618715918,297.8673809181821
7.7,432.5604270207042,297.87210162398316
7.8,432.6943828409358,297.87690220886265
7.9,432.8283291375815,297.88178234146307
8.0,432.9622657108361,297.88674169950167
8.1,433.09619237751474,297.8917798650563
8.2,433.2301089927729,297.8968962198498
8.3,433.3640154285121,297.9020900501076
8.4,433.49791155178616,297.9073606514145
8.5,433.6317972248644,297.9127073287825
8.6,433.765672305295,297.918129396718
8.7,433.8995366459691,297.92362617928666
8.8,434.03339009518396,297.92919701017854
8.9,434.1672325263729,297.93484113632695
9.0,434.3010638678346,297.9405576215268
9.1,434.4348840731318,297.94634544293933
9.2,434.5686930914901,297.95220358759565
9.3,434.7024908678627,297.9581310524553
9.4,434.8362773429945,297.96412684446375
9.5,434.9700524534872,297.97018998060867
9.6,435.1038161318642,297.9763194879752
9.7,435.2375682944517,297.9825143645294
9.8,435.37130882925993,297.98877353990036
9.9,435.50503760823244,297.9950959147033
10.0,435.6387544994956,298.00148039986135
10.1,435.7724593674237,298.0079259166553
10.2,435.90615207270537,298.01443139677315
10.3,436.0398324724088,298.0209957823576
10.4,436.17350042004836,298.0276180260534
10.5,436.3071557617596,298.0342970579023
10.6,436.4407983324753,298.04103175223645
10.7,436.57442795988237,298.0478209608745
10.8,436.7080444683792,298.0546635463159
10.9,436.84164767914245,298.06155838178375
11.0,436.97523741019387,298.0685043512661
11.1,437.1088134764675,298.07550034955693
11.2,437.2423756898767,298.0825452822961
11.3,437.37592386393106,298.0896380380531
11.4,437.5094578183529,298.09677746041035
11.5,437.64297737459594,298.10396237595575
11.6,437.7764823513636,298.1111916222749
11.7,437.909972564677,298.118464047987
11.8,438.0434478279432,298.12577851278024
11.9,438.1769079520234,298.13313388744643
12.0,438.31035274530126,298.1405290539147
12.1,438.4437820268952,298.14796288173835
12.2,438.5771956398703,298.15543420458096
12.3,438.7105934381641,298.1629418437947
12.4,438.8439752735119,298.1704846319982
12.5,438.97734099551616,298.17806141310723
12.6,439.11069045171604,298.1856710423647
12.7,439.2440234876567,298.1933123863703
12.8,439.37733994695924,298.2009843231094
12.9,439.5106396766465,298.20868572219507
13.0,439.64392253246956,298.2164154251092
13.1,439.7771883737215,298.2241722650167
13.2,439.9104370580518,298.23195508657886
13.3,440.0436684415366,298.23976274597953
13.4,440.1768823787496,298.2475941109514
13.5,440.3100787228326,298.2554480608013
13.6,440.4432573255668,298.26332348643547
13.7,440.57641805162814,298.27121929047394
13.8,440.7095607928435,298.2791343873646
13.9,440.84268545407735,298.28706770331746
14.0,440.9757919391188,298.2950181762385
14.1,441.10888015075335,298.3029847557529
14.2,441.241949990835,298.31096640322806
14.3,441.37500136035806,298.31896209179615
14.4,441.5080341595294,298.32697080637655
14.5,441.6410482777192,298.3349915466387
14.6,441.77404358341175,298.3430233299647
14.7,441.90701993439967,298.35106518853
14.8,442.03997718797837,298.3591161663842
14.9,442.17291520101907,298.3671753194717
15.0,442.3058338300415,298.375241715653
15.1,442.43873293128746,298.38331443472526
15.2,442.5716123607939,298.391392568443
15.3,442.704471973556,298.3994752261046
15.4,442.8373116226904,298.40756154013917
15.5,442.9701311604193,298.4156506605603
15.6,443.1029304390547,298.4237417494194
15.7,443.23570931107236,298.4318339808258
15.8,443.3684676291857,298.4399265409662
15.9,443.5012052464205,298.4480186281248
16.0,443.6339220161887,298.4561094527025
16.1,443.766617800796,298.464198245278
16.2,443.89929247994894,298.4722842646688
16.3,444.0319459423973,298.4803667899091
16.4,444.1645780775754,298.48844511222796
16.5,444.29718877567785,298.4965185350685
16.6,444.42977792773394,298.5045863741075
16.7,444.56234542568313,298.5126479572744
16.8,444.6948911624501,298.5207026247713
16.9,444.82741503331795,298.5287497395893
17.0,444.959916937301,298.53678869802553
17.1,445.0923967759229,298.5448189192052
17.2,445.2248544519946,298.5528398346038
17.3,445.35728986968996,298.56085088806645
17.4,445.48970293462196,298.568851535828
17.5,445.62209355391815,298.57684124653224
17.6,445.75446163629687,298.58481950125207
17.7,445.8868070863022,298.59278580648794
17.8,446.0191297985391,298.60073970716655
17.9,446.15142966359053,298.60868077368224
18.0,446.2837065739349,298.6166085889383
18.1,446.4159604240224,298.6245227483675
18.2,446.54819111035107,298.6324228599524
18.3,446.68039853154374,298.6403085442458
18.4,446.81258258842416,298.64817943439147
18.5,446.9447431878889,298.65603519169196
18.6,447.07688024677924,298.66387552117664
18.7,447.2089936881624,298.6717001560758
18.8,447.3410834376131,298.67950884229447
18.9,447.4731494232902,298.687301338434
19.0,447.6051915760133,298.6950774158134
19.1,447.7372098293395,298.70283685849097
19.2,447.8692041196404,298.7105794632863
19.3,448.0011743996447,298.71830505806116
19.4,448.13312065198164,298.7260135200007
19.5,448.2650428757912,298.733704757377
19.6,448.39694107333486,298.74137869131175
19.7,448.52881525007206,298.74903525579924
19.8,448.6606654147372,298.75667439772906
19.9,448.79249157941615,298.7642960769089
20.0,448.92429375962314,298.7719002660877
20.1,449.05607196418873,298.77948693884866
20.2,449.18782618514854,298.78705605750275
20.3,449.3195564080077,298.79460758524226
20.4,449.45126262200597,298.8021414982945
20.5,449.5829448201939,298.80965778594566
20.6,449.7146029995095,298.81715645056505
20.7,449.8462371608543,298.82463750762895
20.8,449.97784730916953,298.83210098574517
20.9,450.1094334529353,298.83954693423834
21.0,450.2409956036695,298.84697543073594
21.1,450.3725337765805,298.85438657363164
21.2,450.5040479912204,298.861780474549
21.3,450.63553827156034,298.86915725836656
21.4,450.7670046460665,298.8765170632427
21.5,450.8984471477751,298.883860040641
21.6,451.02986581436784,298.89118635535516
21.7,451.16126069717507,298.898496146365
21.8,451.29263187017887,298.9057894876921
21.9,451.4239794211596,298.91306642759486
22.0,451.5553034428426,298.9203270277632
22.1,451.6866040329725,298.92757136334455
22.2,451.81788129438746,298.9347995229687
22.3,451.9491353350929,298.9420116087737
22.4,452.0803662683357,298.9492077364311
22.5,452.21157421425875,298.9563879991255
22.6,452.3427593015559,298.9635524315342
22.7,452.4739216659632,298.9707010458981
22.8,452.6050614487509,298.97783386809334
22.9,452.73617879679597,298.98495093765587
23.0,452.8672738626539,298.99205230780706
23.1,452.9983468046314,298.99913804547833
23.2,453.1293977868575,299.0062082313361
23.3,453.26042697330337,299.01326291030256
23.4,453.39143452180167,299.02030204207637
23.5,453.5224205901689,299.0273255506608
23.6,453.65338534232757,299.0343333738917
23.7,453.784328948376,299.0413254634614
23.8,453.915251584658,299.04830178494257
23.9,454.046153433832,299.0552623178114
24.0,454.17703468494,299.06220705547094
24.1,454.30789553616546,299.06913599211083
24.2,454.4387361975907,299.07604910956695
24.3,454.56955688857477,299.08294639050655
24.4,454.70035783513134,299.0898278316133
24.5,454.83113926999516,299.09669344360907
24.6,454.96190143268814,299.1035432512748
24.7,455.092644569585,299.1103772934714
24.8,455.2233689339783,299.11719562316034
24.9,455.3540747971291,299.12399828012644
25.0,455.4847624593167,299.130785263701
25.1,455.61543223891624,299.13755656007714
25.2,455.74608446147585,299.14431216962527
25.3,455.8767194597791,299.151052106911
25.4,456.0073375739066,299.1577764007126
25.5,456.1379391512972,299.16448509403773
25.6,456.26852454680824,299.17117824413975
25.7,456.3990941082406,299.1778558973884
25.8,456.5296481618626,299.18451806413964
25.9,456.6601870270035,299.19116474389523
26.0,456.7907110306463,299.1977959504612
26.1,456.9212205074852,299.20441171196103
26.2,457.0517157999814,299.2110120708475
26.3,457.18219725841914,299.2175970839147
26.4,457.3126652409601,299.22416682230835
26.5,457.4431200894606,299.230721347879
26.6,457.57356210528803,299.2372606895343
26.7,457.7039915736101,299.24378486690415
26.8,457.834408787683,299.2502939140047
26.9,457.9648140489024,299.2567878792453
27.0,458.0952076668529,299.26326682543356
27.1,458.22558995935725,299.2697308297804
27.2,458.355961252524,299.2761799839037
27.3,458.48632186277075,299.2826143708127
27.4,458.6166720788458,299.2890340418919
27.5,458.7470121798977,299.29543903991964
27.6,458.8773424535435,299.3018294220858
27.7,459.0076631959121,299.3082052599905
27.8,459.1379747116861,299.31456663964127
27.9,459.26827731414346,299.3209136614496
28.0,459.39857132519734,299.3272464402259
28.1,459.528857046186,299.3335650817553
28.2,459.6591347286617,299.3398696593714
28.3,459.789404603677,299.34616023736675
28.4,459.91966691106927,299.3524368944016
28.5,460.04992189949576,299.3586997234931
28.6,460.18016982646685,299.3649488320029
28.7,460.31041095837855,299.3711843416237
28.8,460.4406455705438,299.3774063883645
28.9,460.5708739053502,299.3836150974882
29.0,460.7010961304172,299.3898105584479
29.1,460.8313123804955,299.39599284991414
29.2,460.9615227993654,299.4021620648005
29.3,461.0917275398624,299.4083183102419
29.4,461.22192676390057,299.41446170757104
29.5,461.35212064249555,299.42059239229394
29.6,461.48230935578584,299.42671051406353
29.7,461.61249303735406,299.43281619168886
29.8,461.74267171854706,299.4389094681429
29.9,461.8728453841924,299.4449903554947
30.0,462.0030140283127,299.4510588798397
30.1,462.1331776541406,299.45711508126584
30.2,462.2633362741323,299.463159013818
30.3,462.3934899099796,299.46919074546065
30.4,462.5236385926205,299.475210358039
30.5,462.65378230815696,299.4812178645635
30.6,462.78392094377114,299.4872131264927
30.7,462.9140543418235,299.49319593636426
30.8,463.0441823539501,299.4991661004244
30.9,463.1743048410662,299.5051234385807
31.0,463.30442167336884,299.51106778435303
31.1,463.43453273033765,299.51699898482286
31.2,463.5646379007347,299.52291690058104
31.3,463.6947369945224,299.5288213667183
31.4,463.8248296547805,299.53471215381495
31.5,463.95491544578135,299.54058900683754
31.6,464.0849939410637,299.5464516840351
31.7,464.2150647234252,299.5522999568778
31.8,464.34512738491344,299.558133609994
31.9,464.4751815268156,299.5639524411058
32.0,464.6052267596466,299.5697562609625
32.1,464.7352627031361,299.57554489327254
32.2,464.8652889862135,299.58131817463334
32.3,464.99530524699236,299.58707595446003
32.4,465.1253111327527,299.5928180949116
32.5,465.2553062999221,299.5985444708158
32.6,465.3852904140556,299.6042549695921
32.7,465.5152631498141,299.60994949117304
32.8,465.64522419094106,299.6156279479235
32.9,465.7751732302384,299.6212902645585
33.0,465.9051099695404,299.62693637805927
33.1,466.0350341196866,299.63256623758707
33.2,466.1649454004933,299.6381798043959
33.3,466.2948435407235,299.64377705174303
33.4,466.4247282780555,299.649357964798
33.5,466.5545993590505,299.6549225405498
33.6,466.6844565391183,299.6604707877122
33.7,466.81429958248214,299.6660027266276
33.8,466.94412826214176,299.6715183891689
33.9,467.0739423598354,299.6770178186401
34.0,467.20374166600067,299.6825010696745
34.1,467.3335259797336,299.6879682081319
34.2,467.46329510874676,299.69341931099376
34.3,467.59304886932586,299.6988544662568
34.4,467.7227870862854,299.70427377282493
34.5,467.85250959292256,299.7096773403996
34.6,467.98221623097044,299.7150652893683
34.7,468.11190685054925,299.72043775069193
34.8,468.2415813101172,299.7257948657902
34.9,468.3712394764193,299.73113678642545
35.0,468.50088122443543,299.7364636745853
35.1,468.63050643732726,299.7417757023633
35.2,468.7601150063836,299.7470730518386
35.3,468.88970683096517,299.75235591495345
35.4,469.0192818184473,299.75762449339015
35.5,469.1488398841627,299.76287899844573
35.6,469.278380951342,299.76811965090565
35.7,469.40790495105387,299.7733466809162
35.8,469.5374118221438,299.7785603278553
35.9,469.6669015111718,299.7837608402021
36.0,469.7963739723492,299.7889484754051
36.1,469.9258291674743,299.79412349974945
36.2,470.0552670658667,299.7992861882224
36.3,470.1846876443014,299.80443682437806
36.4,470.31409088694096,299.8095757002004
36.5,470.4434767852675,299.8147031159657
36.6,470.57284533801317,299.8198193801034
36.7,470.70219655109025,299.8249248090559
36.8,470.83153043751946,299.8300197271375
36.9,470.96084701735833,299.83510446639184
37.0,471.090146317628,299.84017936644904
37.1,471.21942837223963,299.84524477438083
37.2,471.3486932219195,299.8503010445556
37.3,471.4779409141336,299.8553485384919
37.4,471.60717150301133,299.8603876247115
37.5,471.73638504926816,299.86541867859097
37.6,471.8655816201281,299.870442082213
37.7,471.99476128924476,299.8754582242166
37.8,472.123924136622,299.88046749964616
37.9,472.2530702485339,299.88547030980067
38.0,472.38219971744377,299.8904670620812
38.1,472.51131264192276,299.8954581698382
38.2,472.64040912656765,299.900444052218
38.3,472.769489281918,299.9054251340088
38.4,472.8985532243729,299.91040184548586
38.5,473.02760107610663,299.9153746222561
38.6,473.1566329649842,299.9203439051024
38.7,473.2856490244762,299.9253101398273
38.8,473.414649393573,299.9302737770958
38.9,473.5436342166985,299.93523527227876
39.0,473.6726036436236,299.94019508529465
39.1,473.8015578293787,299.94515368045177
39.2,473.9304969341662,299.95011152628985
39.3,474.05942112327244,299.9550690954215
39.4,474.18833056697923,299.9600268643733
39.5,474.3172254404749,299.9649853134267
39.6,474.446105923765,299.9699449264589
39.7,474.5749722015831,299.9749061907831
39.8,474.7038244633004,299.9798695969894
39.9,474.83266290283615,299.98483563878517
40.0,474.96148771856673,299.9898048128354
40.1,475.0902991132354,299.9947776186035
40.2,475.2190972938613,299.9997545581915
40.3,475.34788247164835,300.00473613618107
40.4,475.47665486189425,300.0097228594743
40.5,475.6054146838991,300.0147152371348
40.6,475.7341621608737,300.01971378022904
40.7,475.8628975198488,300.02471900166785
40.8,475.9916209915826,300.0297314160487
40.9,476.1203328104699,300.0347515394977
41.0,476.24903321445026,300.03977988951254
41.1,476.3777224449164,300.0448169848058
41.2,476.5064007466228,300.04986334514825
41.3,476.635068367594,300.0549194912136
41.4,476.7637255590335,300.05998594442275
41.5,476.8923725752323,300.0650632267896
41.6,477.02100967347786,300.07015186076706
41.7,477.149637113963,300.07525236909333
41.8,477.27825515969533,300.08036527463975
41.9,477.4068640764062,300.08549110025876
42.0,477.53546413246056,300.0906303686329
42.1,477.66405559876694,300.09578360212447
42.2,477.7926387486871,300.1009513226262
42.3,477.9212138579467,300.10613405141254
42.4,478.0497812045458,300.1113323089922
42.5,478.1783410686698,300.11654661496135
42.6,478.30689373260077,300.12177748785786
42.7,478.43543948062893,300.12702544501667
42.8,478.56397859896487,300.13229100242586
42.9,478.6925113756517,300.13757467458413
43.0,478.82103810047784,300.14287697435907
43.1,478.9495590648903,300.14819841284697
43.2,479.0780745619081,300.1535394992331
43.3,479.2065848860367,300.15890074065373
43.4,479.33509033318194,300.16428264205905
43.5,479.4635912005656,300.16968570607753
43.6,479.5920877866405,300.17511043288107
43.7,479.72058039100676,300.18055732005195
43.8,479.8490693143281,300.1860268624508
43.9,479.97755485824916,300.19151955208554
44.0,480.1060373253129,300.1970358779826
44.1,480.2345170188788,300.2025763260584
44.2,480.3629942430418,300.2081413789928
44.3,480.4914693025513,300.21373151610396
44.4,480.61994250273165,300.21934721322424
44.5,480.7484141494021,300.224988942578
44.6,480.8768845487985,300.23065717266053
44.7,481.0053540074948,300.23635236811833
44.8,481.1338228323259,300.2420749896314
44.9,481.2622913303104,300.24782549379654
45.0,481.3907598085747,300.2536043330123
45.1,481.5192285742775,300.2594119553655
45.2,481.64769793453473,300.2652488045195
45.3,481.77616819634585,300.27111531960355
45.4,481.90463966652027,300.2770119351041
45.5,482.0331126516047,300.28293908075767
45.6,482.16158745781127,300.2888971814451
45.7,482.29006439094627,300.29488665708794
45.8,482.41854375633994,300.3009079225456
45.9,482.5470258587765,300.3069613875151
46.0,482.6755110024255,300.3130474564318
46.1,482.80399949077344,300.3191665283721
46.2,482.9324916265568,300.3253189969577
46.3,483.060987711695,300.33150525026184
46.4,483.1894880472252,300.3377256707167
46.5,483.31799293323684,300.34398063502306
46.6,483.4465026688078,300.3502705140614
46.7,483.5750175519411,300.3565956728046
46.8,483.70353787950205,300.3629564702329
46.9,483.83206394715717,300.3693532592502
47.0,483.9605960493128,300.37578638660193
47.1,484.08913447905564,300.38225619279524
47.2,484.2176795280931,300.38876301202066
47.3,484.3462314866954,300.3953071720754
47.4,484.4747906436381,300.4018889942888
47.5,484.60335728614547,300.4085087934494
47.6,484.73193169983494,300.4151668777336
47.7,484.8605141686621,300.42186354863657
47.8,484.9891049748671,300.4285991009045
47.9,485.1177043989212,300.4353738224691
48.0,485.2463127194751,300.4421879943838
48.1,485.3749302133073,300.44904189076146
48.2,485.5035571552741,300.4559357787143
48.3,485.63219381825985,300.4628699182956
48.4,485.76084047312855,300.4698445624431
48.5,485.8894973886762,300.47685995692433
48.6,486.01816483158416,300.48391634028377
48.7,486.14684306637304,300.49101394379187
48.8,486.27553235535817,300.498152991396
48.9,486.4042329586054,300.5053336996731
49.0,486.5329451338881,300.51255627778414
49.1,486.6616691366451,300.5198209274309
49.2,486.7904052199392,300.52712784281374
49.3,486.91915363441717,300.53447721059223
49.4,487.04791462827035,300.54186920984694
49.5,487.17668844719606,300.5493040120431
49.6,487.30547533436015,300.5567817809966
49.7,487.4342755303605,300.5643026728414
49.8,487.5630892731913,300.571866835999
49.9,487.6919167982083,300.5794744111496
50.0,487.8207583380951,300.58712553120523
50.1,487.94961412283027,300.59482032128466
50.2,488.0784843796553,300.60255889869023
50.3,488.2073693330438,300.6103413728864
50.4,488.3362692046713,300.61816784548023
50.5,488.46518421338607,300.6260384102037
50.6,488.59411457518104,300.6339531528977
50.7,488.7230605031663,300.6419121514978
50.8,488.8520222075431,300.6499154760224
50.9,488.9809998955779,300.6579631885618
51.0,489.1099937715783,300.6660553432697
51.1,489.23900403686906,300.6741919863564
51.2,489.3680308897697,300.6823731560836
51.3,489.4970745255727,300.690598882761
51.4,489.6261351365224,300.6988691887448
51.5,489.75521291179524,300.7071840884381
51.6,489.8843080374807,300.71554358829246
51.7,490.0134206965631,300.723947686812
51.8,490.14255106890437,300.7323963745585
51.9,490.2716993312277,300.74088963415886
52.0,490.400865657102,300.7494274403137
52.1,490.5300502169274,300.7580097598081
52.2,490.6592531779217,300.7666365515238
52.3,490.7884747041073,300.7753077664532
52.4,490.91771495629933,300.7840233477149
52.5,491.0469740920947,300.792783230571
52.6,491.1762522658617,300.8015873424461
52.7,491.3055496287309,300.81043560294773
52.8,491.43486632858634,300.8193279238885
52.9,491.56420251005824,300.8282642093101
53.0,491.69355831451594,300.8372443555081
53.1,491.822933880062,300.8462682510597
53.2,491.95232934152705,300.8553357768515
53.3,492.0817448304655,300.86444680610987
53.4,492.21118047515193,300.8736012044324
53.5,492.3406364005787,300.88279882982107
53.6,492.47011272845367,300.8920395327167
53.7,492.59960957719943,300.90132315603506
53.8,492.7291270619527,300.91064953520447
53.9,492.85866529456507,300.9200184982045
54.0,492.98822438360406,300.9294298656065
54.1,493.1178044343553,300.9388834506152
54.2,493.24740554882516,300.94837905911226
54.3,493.3770278257442,300.9579164897003
54.4,493.50667136057166,300.96749553374923
54.5,493.6363362455002,300.9771159754429
54.6,493.76602256946177,300.9867775918281
54.7,493.89573041813384,300.99648015286397
54.8,494.02545987394666,301.00622342147324
54.9,494.15521101609113,301.0160071535945
55.0,494.28498392052694,301.0258310982355
55.1,494.41477865999224,301.035694997528
55.2,494.54459530401294,301.0455985867836
55.3,494.67443391891356,301.0555415945505
55.4,494.80429456782804,301.06552374267187
55.5,494.9341773107117,301.075544746345
55.6,495.06408220435355,301.0856043141813
55.7,495.1940093023892,301.0957021482681
55.8,495.3239586553143,301.1058379442306
55.9,495.45393031049895,301.1160113912952
56.0,495.58392431220227,301.12622217235423
56.1,495.7139407015877,301.1364699640306
56.2,495.8439795167389,301.1467544367446
56.3,495.97404079267596,301.15707525478064
56.4,496.1041245613727,301.16743207635545
56.5,496.23423085177376,301.17782455368683
56.6,496.36435968981266,301.1882523330634
56.7,496.4945110984305,301.19871505491517
56.8,496.62468509759486,301.2092123538847
56.9,496.754881704319,301.2197438588995
57.0,496.8851009326823,301.23030919324464
57.1,497.0153427938501,301.24090797463646
57.2,497.1456072960951,301.25153981529684
57.3,497.27589444481845,301.2622043220282
57.4,497.40620424257156,301.27290109628916
57.5,497.5365366890783,301.28362973427085
57.6,497.66689178125756,301.29438982697394
57.7,497.79726951324665,301.30518096028607
57.8,497.92766987642415,301.31600271505994
57.9,498.0580928594343,301.32685466719226
58.0,498.18853844821086,301.3377363877028
58.1,498.3190066260021,301.34864744281424
58.2,498.44949737339533,301.3595873940323
58.3,498.58001066834265,301.3705557982268
58.4,498.7105464861864,301.3815522077127
58.5,498.84110479968524,301.3925761703316
58.6,498.97168557904064,301.4036272295343
58.7,499.1022887919234,301.4147049244631
58.8,499.23291440350084,301.4258087900343
58.9,499.363562376464,301.43693835702226
59.0,499.4942326710554,301.4480931521423
59.1,499.6249252450967,301.4592726981351
59.2,499.7556400540172,301.4704765138509
59.3,499.88637705088223,301.4817041143337
59.4,500.0171361864218,301.4929550109065
59.5,500.14791740905974,301.50422871125625
59.6,500.27872066494285,301.5155247195193
59.7,500.40954589797053,301.5268425363666
59.8,500.5403930498244,301.53818165908973
59.9,500.6712620599983,301.5495415816868
60.0,500.8021528658286,301.5609217949485
60.1,500.93306540252445,301.5723217865443
60.2,501.0639996031984,301.5837410411089
60.3,501.1949553988974,301.5951790403286
60.4,501.3259327186335,301.60663526302807
60.5,501.4569314894154,301.61810918525674
60.6,501.58795163627934,301.6296002803757
60.7,501.718993082321,301.6411080191445
60.8,501.850055748727,301.6526318698077
60.9,501.981139554807,301.66417129818177
61.0,502.11224441802506,301.6757257677421
61.1,502.24337025403247,301.6872947397094
61.2,502.3745169766997,301.69887767313656
61.3,502.5056844981486,301.71047402499545
61.4,502.6368727287852,301.72208325026344
61.5,502.76808157733217,301.7337048020097
61.6,502.8993109508615,301.74533813148196
61.7,503.0305607548274,301.7569826881925
61.8,503.16183089309914,301.76863792000466
61.9,503.29312126799414,301.7803032732185
62.0,503.42443178031084,301.7919781926569
62.1,503.55576232936204,301.80366212175113
62.2,503.687112813008,301.8153545026264
62.3,503.8184831276898,301.8270547761873
62.4,503.94987316846243,301.8387623822026
62.5,504.0812828290285,301.8504767593903
62.6,504.2127120017715,301.86219734550224
62.7,504.34416057778907,301.87392357740845
62.8,504.47562844692686,301.88565489118116
62.9,504.60711549781166,301.8973907221788
63.0,504.7386216178852,301.9091305051292
63.1,504.87014669343756,301.9208736742133
63.2,505.0016906096408,301.9326196631474
63.3,505.13325325058236,301.9443679052664
63.4,505.2648344992989,301.95611783360556
63.5,505.3964342378096,301.96786888098245
63.6,505.52805234714975,301.9796204800786
63.7,505.6596887074043,301.99137206352054
63.8,505.79134319774147,302.00312306396046
63.9,505.9230156964459,302.01487291415674
64.0,506.05470608095237,302.0266210470536
64.1,506.1864142278792,302.0383668958608
64.2,506.3181400130614,302.05010989413273
64.3,506.44988331158413,302.0618494758469
64.4,506.58164399781606,302.07358507548213
64.5,506.7134219454422,302.08531612809634
64.6,506.8452170274974,302.09704206940376
64.7,506.9770291163994,302.10876233585157
64.8,507.10885808398166,302.1204763646962
64.9,507.2407038015263,302.1321835940791
65.0,507.3725661397971,302.1438834631021
65.1,507.5044449690721,302.15557541190174
65.2,507.6363401591765,302.1672588817238
65.3,507.76825157951504,302.1789333149967
65.4,507.9001790991045,302.19059815540464
65.5,508.0321225866063,302.20225284796027
65.6,508.16408191035856,302.21389683907637
65.7,508.2960569384083,302.22552957663726
65.8,508.4280475385437,302.2371505100698
65.9,508.56005357832584,302.2487590904132
66.0,508.6920749251206,302.260354770389
66.1,508.8241114461304,302.2719370044696
66.2,508.95616300842585,302.2835052489469
66.3,509.0882294789768,302.2950589619999
66.4,509.22031072468434,302.30659760376193
66.5,509.35240661241136,302.31812063638677
66.6,509.48451700901387,302.3296275241147
66.7,509.6166417813718,302.34111773333746
66.8,509.7487807964198,302.35259073266275
66.9,509.8809339211778,302.36404599297805
67.0,510.01310102278137,302.37548298751375
67.1,510.14528196851205,302.3869011919054
67.2,510.2774766258275,302.39830008425565
67.3,510.40968486239143,302.4096791451951
67.4,510.5419065461033,302.42103785794274
67.5,510.67414154512795,302.43237570836544
67.6,510.80638972792514,302.44369218503687
67.7,510.9386509632786,302.4549867792959
67.8,511.07092512032517,302.46625898530357
67.9,511.203212068584,302.4775083001003
68.0,511.33551167798464,302.4887342236614
68.1,511.46782381889614,302.49993625895263
68.2,511.6001483621549,302.5111139119844
68.3,511.7324851790932,302.5222666918657
68.4,511.86483414156675,302.53339411085693
68.5,511.99719512198277,302.544495684422
68.6,512.1295679933272,302.5555709312799
68.7,512.2619526291923,302.5666193734552
68.8,512.3943489038035,302.577640536328
68.9,512.5267566920463,302.5886339486828
69.0,512.6591758694932,302.5995991427571
69.1,512.7916063124302,302.6105356542885
69.2,512.9240478978826,302.6214430225618
69.3,513.0565005036415,302.63232079045434
69.4,513.1889640082891,302.6431685044816
69.5,513.321438291225,302.6539857148411
69.6,513.4539232326911,302.664771975456
69.7,513.5864187137963,302.6755268440177
69.8,513.7189246165424,302.68624988202765
69.9,513.8514408238478,302.6969406548383
70.0,513.9839672195728,302.7075987316933
70.1,514.1165036885429,302.7182236857668
