t_s,x_px,y_px,elevation
6.0,581.43,238.76,413.8537902832031
6.1,581.54,238.83,413.8537902832031
6.2,581.65,238.91,413.8537902832031
6.3,581.76,238.99,413.8537902832031
6.4,581.86,239.07,413.8537902832031
6.5,581.97,239.15,413.8537902832031
6.6,582.08,239.23,413.8537902832031
6.7,582.18,239.31,413.8537902832031
6.8,582.29,239.39,413.8537902832031
6.9,582.4,239.47,413.8537902832031
7.0,582.51,239.55,413.5361633300781
7.1,582.61,239.63,413.5361633300781
7.2,582.72,239.71,413.5361633300781
7.3,582.83,239.79,413.5361633300781
7.4,582.93,239.86,413.5361633300781
7.5,583.04,239.94,413.5361633300781
7.6,583.15,240.02,413.5361633300781
7.7,583.26,240.1,413.5361633300781
7.8,583.36,240.18,413.5361633300781
7.9,583.47,240.26,413.5361633300781
8.0,583.58,240.34,413.5361633300781
8.1,583.69,240.42,413.5361633300781
8.2,583.79,240.5,413.5361633300781
8.3,583.9,240.58,413.92474365234375
8.4,584.01,240.66,413.92474365234375
8.5,584.11,240.74,413.92474365234375
8.6,584.22,240.82,413.92474365234375
8.7,584.33,240.89,413.92474365234375
8.8,584.44,240.97,413.92474365234375
8.9,584.54,241.05,411.7768249511719
9.0,584.65,241.13,411.7768249511719
9.1,584.76,241.21,411.7768249511719
9.2,584.86,241.29,411.7768249511719
9.3,584.97,241.37,411.7768249511719
9.4,585.08,241.45,411.7768249511719
9.5,585.19,241.53,411.0241394042969
9.6,585.29,241.61,411.0241394042969
9.7,585.4,241.69,411.0241394042969
9.8,585.51,241.77,411.0241394042969
9.9,585.62,241.85,411.0241394042969
10.0,585.72,241.93,411.0241394042969
10.1,585.83,242.0,411.0241394042969
10.2,585.94,242.08,411.0241394042969
10.3,586.04,242.16,411.0241394042969
10.4,586.15,242.24,411.0241394042969
10.5,586.26,242.32,411.0241394042969
10.6,586.37,242.4,411.0241394042969
10.7,586.47,242.48,411.0241394042969
10.8,586.58,242.56,408.6852111816406
10.9,586.69,242.64,408.6852111816406
11.0,586.79,242.72,408.6852111816406
11.1,586.9,242.8,408.6852111816406
11.2,587.01,242.88,408.6852111816406
11.3,587.12,242.96,408.6852111816406
11.4,587.22,243.03,408.6852111816406
11.5,587.33,243.11,408.6852111816406
11.6,587.44,243.19,408.6852111816406
11.7,587.55,243.27,408.6852111816406
11.8,587.65,243.35,408.6852111816406
11.9,587.76,243.43,408.6852111816406
12.0,587.87,243.51,406.2107849121094
12.1,587.97,243.59,406.2107849121094
12.2,588.08,243.67,406.2107849121094
12.3,588.19,243.75,406.2107849121094
12.4,588.3,243.83,406.2107849121094
12.5,588.4,243.91,406.2107849121094
12.6,588.51,243.99,405.4606018066406
12.7,588.62,244.07,405.4606018066406
12.8,588.72,244.14,405.4606018066406
12.9,588.83,244.22,405.4606018066406
13.0,588.94,244.3,405.4606018066406
13.1,589.05,244.38,405.4606018066406
13.2,589.15,244.46,405.4606018066406
13.3,589.26,244.54,408.82989501953125
13.4,589.37,244.62,408.82989501953125
13.5,589.48,244.7,408.82989501953125
13.6,589.58,244.78,408.82989501953125
13.7,589.69,244.86,408.82989501953125
13.8,589.8,244.94,408.82989501953125
13.9,589.9,245.02,408.82989501953125
14.0,590.01,245.1,408.82989501953125
14.1,590.12,245.17,408.82989501953125
14.2,590.23,245.25,408.82989501953125
14.3,590.33,245.33,408.82989501953125
14.4,590.44,245.41,408.82989501953125
14.5,590.55,245.49,406.2716979980469
14.6,590.65,245.57,406.7423095703125
14.7,590.76,245.65,406.7423095703125
14.8,590.87,245.73,406.7423095703125
14.9,590.98,245.81,406.7423095703125
15.0,591.08,245.89,406.7423095703125
15.1,591.19,245.97,406.7423095703125
15.2,591.3,246.05,406.7423095703125
15.3,591.41,246.13,406.7423095703125
15.4,591.51,246.2,406.7423095703125
15.5,591.62,246.28,406.7423095703125
15.6,591.73,246.36,406.7423095703125
15.7,591.83,246.44,406.7423095703125
15.8,591.94,246.52,406.7200927734375
15.9,592.05,246.6,406.7200927734375
16.0,592.16,246.68,406.7200927734375
16.1,592.26,246.76,406.7200927734375
16.2,592.37,246.84,406.7200927734375
16.3,592.48,246.92,406.7200927734375
16.4,592.58,247.0,405.4796142578125
16.5,592.69,247.08,405.4796142578125
16.6,592.8,247.16,405.4796142578125
16.7,592.91,247.24,405.4796142578125
16.8,593.01,247.31,405.4796142578125
16.9,593.12,247.39,405.4796142578125
17.0,593.23,247.47,405.4796142578125
17.1,593.34,247.55,406.34039306640625
17.2,593.44,247.63,406.34039306640625
17.3,593.55,247.71,406.34039306640625
17.4,593.66,247.79,406.34039306640625
17.5,593.76,247.87,406.34039306640625
17.6,593.87,247.95,406.34039306640625
17.7,593.98,248.03,406.34039306640625
17.8,594.09,248.11,406.34039306640625
17.9,594.19,248.19,406.34039306640625
18.0,594.3,248.27,406.34039306640625
18.1,594.41,248.34,406.34039306640625
18.2,594.51,248.42,406.6482238769531
18.3,594.62,248.5,406.6307373046875
18.4,594.73,248.58,406.6307373046875
18.5,594.84,248.66,406.6307373046875
18.6,594.94,248.74,406.6307373046875
18.7,595.05,248.82,406.6307373046875
18.8,595.16,248.9,406.6307373046875
18.9,595.27,248.98,406.6307373046875
19.0,595.37,249.06,406.6307373046875
19.1,595.48,249.14,406.6307373046875
19.2,595.59,249.22,406.6307373046875
19.3,595.69,249.3,406.6307373046875
19.4,595.8,249.37,406.6307373046875
19.5,595.91,249.45,406.6307373046875
19.6,596.02,249.53,406.1811828613281
19.7,596.12,249.61,406.1811828613281
19.8,596.23,249.69,406.1811828613281
19.9,596.34,249.77,406.1811828613281
20.0,596.44,249.85,406.1811828613281
20.1,596.55,249.93,405.8906555175781
20.2,596.66,250.01,405.8906555175781
20.3,596.77,250.09,405.8906555175781
20.4,596.87,250.17,405.8906555175781
20.5,596.98,250.25,405.8906555175781
20.6,597.09,250.33,405.8906555175781
20.7,597.2,250.41,405.8906555175781
20.8,597.3,250.48,405.8906555175781
20.9,597.41,250.56,406.4500732421875
21.0,597.52,250.64,406.4500732421875
21.1,597.62,250.72,406.4500732421875
21.2,597.73,250.8,406.4500732421875
21.3,597.84,250.88,406.4500732421875
21.4,597.95,250.96,406.4500732421875
21.5,598.05,251.04,406.4500732421875
21.6,598.16,251.12,406.4500732421875
21.7,598.27,251.2,406.4500732421875
21.8,598.37,251.28,406.4500732421875
21.9,598.48,251.36,406.4500732421875
22.0,598.59,251.44,406.8927001953125
22.1,598.7,251.51,408.21075439453125
22.2,598.8,251.59,408.21075439453125
22.3,598.91,251.67,408.21075439453125
22.4,599.02,251.75,408.21075439453125
22.5,599.13,251.83,408.21075439453125
22.6,599.23,251.91,408.21075439453125
22.7,599.34,251.99,408.21075439453125
22.8,599.45,252.07,408.21075439453125
22.9,599.55,252.15,408.21075439453125
23.0,599.66,252.23,408.21075439453125
23.1,599.77,252.31,408.21075439453125
23.2,599.88,252.39,408.21075439453125
23.3,599.98,252.47,408.21075439453125
23.4,600.09,252.55,408.85028076171875
23.5,600.2,252.62,408.85028076171875
23.6,600.3,252.7,408.85028076171875
23.7,600.41,252.78,408.85028076171875
23.8,600.52,252.86,408.7512512207031
23.9,600.63,252.94,408.7512512207031
24.0,600.73,253.02,408.7512512207031
24.1,600.84,253.1,408.7512512207031
24.2,600.95,253.18,408.7512512207031
24.3,601.06,253.26,408.7512512207031
24.4,601.16,253.34,408.7512512207031
24.5,601.27,253.42,408.7512512207031
24.6,601.38,253.5,408.7512512207031
24.7,601.48,253.58,411.1493835449219
24.8,601.59,253.65,411.1493835449219
24.9,601.7,253.73,411.1493835449219
25.0,601.81,253.81,411.1493835449219
25.1,601.91,253.89,411.1493835449219
25.2,602.02,253.97,411.1493835449219
25.3,602.13,254.05,411.1493835449219
25.4,602.23,254.13,411.1493835449219
25.5,602.34,254.21,411.1493835449219
25.6,602.45,254.29,411.1493835449219
25.7,602.56,254.37,409.39105224609375
25.8,602.66,254.45,409.39105224609375
25.9,602.77,254.53,412.305908203125
26.0,602.88,254.61,412.305908203125
26.1,602.99,254.68,412.305908203125
26.2,603.09,254.76,412.305908203125
26.3,603.2,254.84,412.305908203125
26.4,603.31,254.92,412.305908203125
26.5,603.41,255.0,412.305908203125
26.6,603.52,255.08,412.305908203125
26.7,603.63,255.16,412.305908203125
26.8,603.74,255.24,412.305908203125
26.9,603.84,255.32,412.305908203125
27.0,603.95,255.4,412.305908203125
27.1,604.06,255.48,412.305908203125
27.2,604.16,255.56,412.322265625
27.3,604.27,255.64,412.322265625
27.4,604.38,255.72,412.322265625
27.5,604.49,255.79,412.322265625
27.6,604.59,255.87,412.0105285644531
27.7,604.7,255.95,412.0105285644531
27.8,604.81,256.03,412.0105285644531
27.9,604.92,256.11,412.0105285644531
28.0,605.02,256.19,412.0105285644531
28.1,605.13,256.27,412.0105285644531
28.2,605.24,256.35,412.0105285644531
28.3,605.34,256.43,412.0105285644531
28.4,605.45,256.51,411.7547607421875
28.5,605.56,256.59,411.7547607421875
28.6,605.67,256.67,411.7547607421875
28.7,605.77,256.75,411.7547607421875
28.8,605.88,256.82,411.7547607421875
28.9,605.99,256.9,411.7547607421875
29.0,606.09,256.98,411.7547607421875
29.1,606.2,257.06,411.7547607421875
29.2,606.31,257.14,411.7547607421875
29.3,606.42,257.22,411.7547607421875
29.4,606.52,257.3,410.3049621582031
29.5,606.63,257.38,410.3049621582031
29.6,606.74,257.46,410.3049621582031
29.7,606.85,257.54,410.4432373046875
29.8,606.95,257.62,410.4432373046875
29.9,607.06,257.7,410.4432373046875
30.0,607.17,257.78,410.4432373046875
30.1,607.27,257.85,410.4432373046875
30.2,607.38,257.93,410.4432373046875
30.3,607.49,258.01,410.4432373046875
30.4,607.6,258.09,410.4432373046875
30.5,607.7,258.17,410.4432373046875
30.6,607.81,258.25,410.4432373046875
30.7,607.92,258.33,410.4432373046875
30.8,608.02,258.41,410.4432373046875
30.9,608.13,258.49,410.4432373046875
31.0,608.24,258.57,410.8721008300781
31.1,608.35,258.65,410.8721008300781
31.2,608.45,258.73,410.8721008300781
31.3,608.56,258.81,409.3608703613281
31.4,608.67,258.89,409.3608703613281
31.5,608.78,258.96,409.3608703613281
31.6,608.88,259.04,409.3608703613281
31.7,608.99,259.12,409.3608703613281
31.8,609.1,259.2,409.3608703613281
31.9,609.2,259.28,409.3608703613281
32.0,609.31,259.36,409.3608703613281
32.1,609.42,259.44,409.3608703613281
32.2,609.53,259.52,408.01788330078125
32.3,609.63,259.6,408.01788330078125
32.4,609.74,259.68,408.01788330078125
32.5,609.85,259.76,408.01788330078125
32.6,609.95,259.84,408.01788330078125
32.7,610.06,259.92,408.01788330078125
32.8,610.17,259.99,408.01788330078125
32.9,610.28,260.07,408.01788330078125
33.0,610.38,260.15,408.01788330078125
33.1,610.49,260.23,408.01788330078125
33.2,610.6,260.31,407.4073791503906
33.3,610.71,260.39,407.4073791503906
33.4,610.81,260.47,407.4073791503906
33.5,610.92,260.55,407.4139404296875
33.6,611.03,260.63,407.4139404296875
33.7,611.13,260.71,407.4139404296875
33.8,611.24,260.79,407.4139404296875
33.9,611.35,260.87,407.4139404296875
34.0,611.46,260.95,407.4139404296875
34.1,611.56,261.02,407.4139404296875
34.2,611.67,261.1,407.4139404296875
34.3,611.78,261.18,407.4139404296875
34.4,611.88,261.26,407.4139404296875
34.5,611.99,261.34,407.4139404296875
34.6,612.1,261.42,407.4139404296875
34.7,612.21,261.5,406.9721984863281
34.8,612.31,261.58,406.9721984863281
34.9,612.42,261.66,406.9721984863281
35.0,612.53,261.74,407.99810791015625
35.1,612.64,261.82,407.99810791015625
35.2,612.74,261.9,407.99810791015625
35.3,612.85,261.98,407.99810791015625
35.4,612.96,262.06,407.99810791015625
35.5,613.06,262.13,407.99810791015625
35.6,613.17,262.21,407.99810791015625
35.7,613.28,262.29,407.99810791015625
35.8,613.39,262.37,407.99810791015625
35.9,613.49,262.45,407.99810791015625
36.0,613.6,262.53,409.2043762207031
36.1,613.71,262.61,409.2043762207031
36.2,613.81,262.69,409.2043762207031
36.3,613.92,262.77,409.2043762207031
36.4,614.03,262.85,409.2043762207031
36.5,614.14,262.93,409.2043762207031
36.6,614.24,263.01,409.2043762207031
36.7,614.35,263.09,409.2043762207031
36.8,614.46,263.16,409.2043762207031
36.9,614.57,263.24,409.50836181640625
37.0,614.67,263.32,409.50836181640625
37.1,614.78,263.4,409.50836181640625
37.2,614.89,263.48,409.50836181640625
37.3,614.99,263.56,409.1076354980469
37.4,615.1,263.64,409.1076354980469
37.5,615.21,263.72,409.1076354980469
37.6,615.32,263.8,409.1076354980469
37.7,615.42,263.88,409.1076354980469
37.8,615.53,263.96,409.1076354980469
37.9,615.64,264.04,409.1076354980469
38.0,615.74,264.12,409.1076354980469
38.1,615.85,264.2,409.1076354980469
38.2,615.96,264.27,409.1076354980469
38.3,616.07,264.35,409.1076354980469
38.4,616.17,264.43,409.1076354980469
38.5,616.28,264.51,407.7723083496094
38.6,616.39,264.59,407.7723083496094
38.7,616.5,264.67,407.7723083496094
38.8,616.6,264.75,406.2903747558594
38.9,616.71,264.83,406.2903747558594
39.0,616.82,264.91,406.2903747558594
39.1,616.92,264.99,406.2903747558594
39.2,617.03,265.07,406.2903747558594
39.3,617.14,265.15,406.2903747558594
39.4,617.25,265.23,406.2903747558594
39.5,617.35,265.3,406.2903747558594
39.6,617.46,265.38,406.2903747558594
39.7,617.57,265.46,406.2903747558594
39.8,617.67,265.54,405.7723693847656
39.9,617.78,265.62,405.7723693847656
40.0,617.89,265.7,405.7723693847656
40.1,618.0,265.78,405.7723693847656
40.2,618.1,265.86,405.7723693847656
40.3,618.21,265.94,405.7723693847656
40.4,618.32,266.02,405.7723693847656
40.5,618.43,266.1,405.7723693847656
40.6,618.53,266.18,406.4776306152344
40.7,618.64,266.26,406.4776306152344
40.8,618.75,266.33,406.4776306152344
40.9,618.85,266.41,406.4776306152344
41.0,618.96,266.49,406.4776306152344
41.1,619.07,266.57,405.65264892578125
41.2,619.18,266.65,405.65264892578125
41.3,619.28,266.73,405.65264892578125
41.4,619.39,266.81,405.65264892578125
41.5,619.5,266.89,405.65264892578125
41.6,619.6,266.97,405.65264892578125
41.7,619.71,267.05,405.65264892578125
41.8,619.82,267.13,405.65264892578125
41.9,619.93,267.21,405.65264892578125
42.0,620.03,267.29,405.65264892578125
42.1,620.14,267.37,405.65264892578125
42.2,620.25,267.44,405.65264892578125
42.3,620.36,267.52,405.6537170410156
42.4,620.46,267.6,405.6537170410156
42.5,620.57,267.68,405.1518249511719
42.6,620.68,267.76,405.1518249511719
42.7,620.78,267.84,405.1518249511719
42.8,620.89,267.92,405.1518249511719
42.9,621.0,268.0,405.1518249511719
43.0,621.11,268.08,405.1518249511719
43.1,621.21,268.16,405.1518249511719
43.2,621.32,268.24,405.1518249511719
43.3,621.43,268.32,405.1518249511719
43.4,621.53,268.4,405.1518249511719
43.5,621.64,268.47,405.1518249511719
43.6,621.75,268.55,404.755859375
43.7,621.86,268.63,404.755859375
43.8,621.96,268.71,404.755859375
43.9,622.07,268.79,404.755859375
44.0,622.18,268.87,404.755859375
44.1,622.29,268.95,404.755859375
44.2,622.39,269.03,404.755859375
44.3,622.5,269.11,405.8941345214844
44.4,622.61,269.19,405.8941345214844
44.5,622.71,269.27,405.8941345214844
44.6,622.82,269.35,405.8941345214844
44.7,622.93,269.43,405.8941345214844
44.8,623.04,269.5,405.03253173828125
44.9,623.14,269.58,405.03253173828125
45.0,623.25,269.66,405.03253173828125
45.1,623.36,269.74,405.03253173828125
45.2,623.47,269.82,405.03253173828125
45.3,623.57,269.9,405.03253173828125
45.4,623.68,269.98,405.03253173828125
45.5,623.79,270.06,405.03253173828125
45.6,623.89,270.14,405.03253173828125
45.7,624.0,270.22,405.03253173828125
45.8,624.11,270.3,405.03253173828125
45.9,624.22,270.38,405.03253173828125
46.0,624.32,270.46,405.03253173828125
46.1,624.43,270.54,405.0853271484375
46.2,624.54,270.61,404.5450134277344
46.3,624.64,270.69,404.5450134277344
46.4,624.75,270.77,404.5450134277344
46.5,624.86,270.85,404.5450134277344
46.6,624.97,270.93,404.5450134277344
46.7,625.07,271.01,404.5450134277344
46.8,625.18,271.09,404.5450134277344
46.9,625.29,271.17,404.5450134277344
47.0,625.4,271.25,404.5450134277344
47.1,625.5,271.33,404.5450134277344
47.2,625.61,271.41,404.5450134277344
47.3,625.72,271.49,404.5450134277344
47.4,625.82,271.57,404.76947021484375
47.5,625.93,271.64,404.76947021484375
47.6,626.04,271.72,404.76947021484375
47.7,626.15,271.8,404.76947021484375
47.8,626.25,271.88,404.76947021484375
47.9,626.36,271.96,404.76947021484375
48.0,626.47,272.04,404.76947021484375
48.1,626.57,272.12,404.70135498046875
48.2,626.68,272.2,404.70135498046875
48.3,626.79,272.28,404.70135498046875
48.4,626.9,272.36,404.70135498046875
48.5,627.0,272.44,404.70135498046875
48.6,627.11,272.52,405.2212829589844
48.7,627.22,272.6,405.2212829589844
48.8,627.33,272.68,405.2212829589844
48.9,627.43,272.75,405.2212829589844
49.0,627.54,272.83,405.2212829589844
49.1,627.65,272.91,405.2212829589844
49.2,627.75,272.99,405.2212829589844
49.3,627.86,273.07,405.2212829589844
49.4,627.97,273.15,405.2212829589844
49.5,628.08,273.23,405.2212829589844
49.6,628.18,273.31,405.2212829589844
49.7,628.29,273.39,405.2212829589844
49.8,628.4,273.47,405.2212829589844
49.9,628.5,273.55,406.9148254394531
50.0,628.61,273.63,406.9148254394531
50.1,628.72,273.71,406.9148254394531
50.2,628.83,273.78,406.9148254394531
50.3,628.93,273.86,406.9148254394531
50.4,629.04,273.94,406.9148254394531
50.5,629.15,274.02,406.9148254394531
50.6,629.26,274.1,406.9148254394531
50.7,629.36,274.18,406.9148254394531
50.8,629.47,274.26,406.9148254394531
50.9,629.58,274.34,406.9148254394531
51.0,629.68,274.42,406.9148254394531
51.1,629.79,274.5,406.9148254394531
51.2,629.9,274.58,407.3702697753906
51.3,630.01,274.66,407.3702697753906
51.4,630.11,274.74,407.3702697753906
51.5,630.22,274.81,407.3702697753906
51.6,630.33,274.89,407.3702697753906
51.7,630.43,274.97,407.3702697753906
51.8,630.54,275.05,409.0862121582031
51.9,630.65,275.13,409.0862121582031
52.0,630.76,275.21,409.0862121582031
52.1,630.86,275.29,409.0862121582031
52.2,630.97,275.37,409.0862121582031
52.3,631.08,275.45,409.0862121582031
52.4,631.19,275.53,410.86920166015625
52.5,631.29,275.61,410.86920166015625
52.6,631.4,275.69,410.86920166015625
52.7,631.51,275.77,410.86920166015625
52.8,631.61,275.85,410.86920166015625
52.9,631.72,275.92,410.86920166015625
53.0,631.83,276.0,410.86920166015625
53.1,631.94,276.08,410.86920166015625
53.2,632.04,276.16,410.86920166015625
53.3,632.15,276.24,410.86920166015625
53.4,632.26,276.32,410.86920166015625
53.5,632.36,276.4,410.86920166015625
53.6,632.47,276.48,410.86920166015625
53.7,632.58,276.56,410.9591369628906
53.8,632.69,276.64,410.9591369628906
53.9,632.79,276.72,410.9591369628906
54.0,632.9,276.8,410.9591369628906
54.1,633.01,276.88,410.9591369628906
54.2,633.12,276.95,410.9591369628906
54.3,633.22,277.03,410.9591369628906
54.4,633.33,277.11,410.9591369628906
54.5,633.44,277.19,410.9591369628906
54.6,633.54,277.27,410.9591369628906
54.7,633.65,277.35,410.9591369628906
54.8,633.76,277.43,410.9591369628906
54.9,633.87,277.51,410.3056640625
55.0,633.97,277.59,410.3056640625
55.1,634.08,277.67,410.3056640625
55.2,634.19,277.75,410.3056640625
55.3,634.29,277.83,410.3056640625
55.4,634.4,277.91,410.3056640625
55.5,634.51,277.98,409.0508117675781
55.6,634.62,278.06,409.0508117675781
55.7,634.72,278.14,409.0508117675781
55.8,634.83,278.22,409.0508117675781
55.9,634.94,278.3,409.0508117675781
56.0,635.05,278.38,409.0508117675781
56.1,635.15,278.46,409.0508117675781
56.2,635.26,278.54,408.06768798828125
56.3,635.37,278.62,408.06768798828125
56.4,635.47,278.7,408.06768798828125
56.5,635.58,278.78,408.06768798828125
56.6,635.69,278.86,408.06768798828125
56.7,635.8,278.94,408.06768798828125
56.8,635.9,279.02,408.06768798828125
56.9,636.01,279.09,408.06768798828125
57.0,636.12,279.17,408.06768798828125
57.1,636.22,279.25,408.06768798828125
57.2,636.33,279.33,408.06768798828125
57.3,636.44,279.41,408.06768798828125
57.4,636.55,279.49,408.7205810546875
57.5,636.65,279.57,409.0331115722656
57.6,636.76,279.65,409.0331115722656
57.7,636.87,279.73,409.0331115722656
57.8,636.98,279.81,409.0331115722656
57.9,637.08,279.89,409.0331115722656
58.0,637.19,279.97,409.0331115722656
58.1,637.3,280.05,409.0331115722656
58.2,637.4,280.12,409.0331115722656
58.3,637.51,280.2,409.0331115722656
58.4,637.62,280.28,409.0331115722656
58.5,637.73,280.36,409.0331115722656
58.6,637.83,280.44,409.0331115722656
58.7,637.94,280.52,407.6637878417969
58.8,638.05,280.6,407.6637878417969
58.9,638.15,280.68,407.6637878417969
59.0,638.26,280.76,407.6637878417969
59.1,638.37,280.84,407.6637878417969
59.2,638.48,280.92,407.6637878417969
59.3,638.58,281.0,407.761962890625
59.4,638.69,281.08,407.761962890625
59.5,638.8,281.16,407.761962890625
59.6,638.91,281.23,407.761962890625
59.7,639.01,281.31,407.761962890625
59.8,639.12,281.39,407.761962890625
59.9,639.23,281.47,407.761962890625
60.0,639.33,281.55,406.97821044921875
60.1,639.44,281.63,406.97821044921875
60.2,639.55,281.71,406.97821044921875
60.3,639.66,281.79,406.97821044921875
60.4,639.76,281.87,406.97821044921875
60.5,639.87,281.95,406.97821044921875
60.6,639.98,282.03,406.97821044921875
60.7,640.08,282.11,406.97821044921875
60.8,640.19,282.19,406.97821044921875
60.9,640.3,282.26,406.97821044921875
61.0,640.41,282.34,406.97821044921875
61.1,640.51,282.42,406.44683837890625
61.2,640.62,282.5,407.0708312988281
61.3,640.73,282.58,407.0708312988281
61.4,640.84,282.66,407.0708312988281
61.5,640.94,282.74,407.0708312988281
61.6,641.05,282.82,407.0708312988281
61.7,641.16,282.9,407.0708312988281
61.8,641.26,282.98,407.0708312988281
61.9,641.37,283.06,407.0708312988281
62.0,641.48,283.14,407.0708312988281
62.1,641.59,283.22,407.0708312988281
62.2,641.69,283.29,407.0708312988281
62.3,641.8,283.37,407.0708312988281
62.4,641.91,283.45,407.0708312988281
62.5,642.01,283.53,405.7039794921875
62.6,642.12,283.61,405.7039794921875
62.7,642.23,283.69,405.7039794921875
62.8,642.34,283.77,405.7039794921875
62.9,642.44,283.85,405.7039794921875
63.0,642.55,283.93,404.86492919921875
63.1,642.66,284.01,404.86492919921875
63.2,642.77,284.09,404.86492919921875
63.3,642.87,284.17,404.86492919921875
63.4,642.98,284.25,404.86492919921875
63.5,643.09,284.33,404.86492919921875
63.6,643.19,284.4,404.86492919921875
63.7,643.3,284.48,404.86492919921875
63.8,643.41,284.56,405.2222595214844
63.9,643.52,284.64,405.2222595214844
64.0,643.62,284.72,405.2222595214844
64.1,643.73,284.8,405.2222595214844
64.2,643.84,284.88,405.2222595214844
64.3,643.94,284.96,405.2222595214844
64.4,644.05,285.04,405.2222595214844
64.5,644.16,285.12,405.2222595214844
64.6,644.27,285.2,405.2222595214844
64.7,644.37,285.28,405.2222595214844
64.8,644.48,285.36,405.2222595214844
64.9,644.59,285.43,404.7193908691406
65.0,644.7,285.51,405.71728515625
65.1,644.8,285.59,405.71728515625
65.2,644.91,285.67,405.71728515625
65.3,645.02,285.75,405.71728515625
65.4,645.12,285.83,405.71728515625
65.5,645.23,285.91,405.71728515625
65.6,645.34,285.99,405.71728515625
65.7,645.45,286.07,405.71728515625
65.8,645.55,286.15,405.71728515625
65.9,645.66,286.23,405.71728515625
66.0,645.77,286.31,405.71728515625
66.1,645.87,286.39,405.71728515625
66.2,645.98,286.46,405.71728515625
66.3,646.09,286.54,406.6587219238281
66.4,646.2,286.62,406.6587219238281
66.5,646.3,286.7,406.6587219238281
66.6,646.41,286.78,406.6587219238281
66.7,646.52,286.86,406.57305908203125
66.8,646.63,286.94,406.57305908203125
66.9,646.73,287.02,406.57305908203125
67.0,646.84,287.1,406.57305908203125
67.1,646.95,287.18,406.57305908203125
67.2,647.05,287.26,406.57305908203125
67.3,647.16,287.34,406.57305908203125
67.4,647.27,287.42,406.57305908203125
67.5,647.38,287.5,406.57305908203125
67.6,647.48,287.57,406.0347595214844
67.7,647.59,287.65,406.0347595214844
67.8,647.7,287.73,406.0347595214844
67.9,647.8,287.81,406.0347595214844
68.0,647.91,287.89,406.0347595214844
68.1,648.02,287.97,406.0347595214844
68.2,648.13,288.05,406.0347595214844
68.3,648.23,288.13,406.0347595214844
68.4,648.34,288.21,406.0347595214844
68.5,648.45,288.29,406.0347595214844
68.6,648.56,288.37,404.7520446777344
68.7,648.66,288.45,404.7520446777344
68.8,648.77,288.53,403.8638610839844
68.9,648.88,288.6,403.8638610839844
69.0,648.98,288.68,403.8638610839844
69.1,649.09,288.76,403.8638610839844
69.2,649.2,288.84,403.8638610839844
69.3,649.31,288.92,403.8638610839844
69.4,649.41,289.0,403.8638610839844
69.5,649.52,289.08,403.8638610839844
69.6,649.63,289.16,403.8638610839844
69.7,649.73,289.24,403.8638610839844
69.8,649.84,289.32,403.8638610839844
69.9,649.95,289.4,403.8638610839844
70.0,650.06,289.48,403.8638610839844
70.1,650.16,289.56,402.8607482910156
