t_s,x_px,y_px,elevation
11.9,437.85,297.75,378.6429443359375
12.0,437.98,297.76,378.6429443359375
12.1,438.12,297.77,378.6429443359375
12.2,438.25,297.77,378.6429443359375
12.3,438.38,297.78,378.6429443359375
12.4,438.51,297.78,382.79193115234375
12.5,438.65,297.79,382.79193115234375
12.6,438.78,297.8,382.79193115234375
12.7,438.91,297.8,382.79193115234375
12.8,439.05,297.81,382.79193115234375
12.9,439.18,297.82,382.79193115234375
13.0,439.31,297.82,382.79193115234375
13.1,439.45,297.83,382.79193115234375
13.2,439.58,297.84,382.79193115234375
13.3,439.71,297.84,382.79193115234375
13.4,439.85,297.85,382.79193115234375
13.5,439.98,297.85,382.79193115234375
13.6,440.11,297.86,382.79193115234375
13.7,440.25,297.87,382.79193115234375
13.8,440.38,297.87,382.79193115234375
13.9,440.51,297.88,385.6871643066406
14.0,440.65,297.89,385.6871643066406
14.1,440.78,297.89,385.6871643066406
14.2,440.91,297.9,385.6871643066406
14.3,441.05,297.9,385.6871643066406
14.4,441.18,297.91,385.6871643066406
14.5,441.31,297.92,385.6871643066406
14.6,441.44,297.92,385.6871643066406
14.7,441.58,297.93,385.6871643066406
14.8,441.71,297.94,385.6871643066406
14.9,441.84,297.94,385.6871643066406
15.0,441.98,297.95,385.6871643066406
15.1,442.11,297.96,385.6871643066406
15.2,442.24,297.96,385.6871643066406
15.3,442.38,297.97,385.6871643066406
15.4,442.51,297.97,388.8673095703125
15.5,442.64,297.98,388.8673095703125
15.6,442.78,297.99,388.8673095703125
15.7,442.91,297.99,388.8673095703125
15.8,443.04,298.0,388.8673095703125
15.9,443.18,298.01,388.8673095703125
16.0,443.31,298.01,388.8673095703125
16.1,443.44,298.02,388.8673095703125
16.2,443.58,298.02,388.8673095703125
16.3,443.71,298.03,388.8673095703125
16.4,443.84,298.04,388.8673095703125
16.5,443.98,298.04,388.8673095703125
16.6,444.11,298.05,388.8673095703125
16.7,444.24,298.06,388.8673095703125
16.8,444.37,298.06,388.8673095703125
16.9,444.51,298.07,393.3934020996094
17.0,444.64,298.08,393.3934020996094
17.1,444.77,298.08,393.3934020996094
17.2,444.91,298.09,393.3934020996094
17.3,445.04,298.09,393.3934020996094
17.4,445.17,298.1,393.3934020996094
17.5,445.31,298.11,393.3934020996094
17.6,445.44,298.11,393.3934020996094
17.7,445.57,298.12,393.3934020996094
17.8,445.71,298.13,393.3934020996094
17.9,445.84,298.13,393.3934020996094
18.0,445.97,298.14,393.3934020996094
18.1,446.11,298.15,393.3934020996094
18.2,446.24,298.15,393.3934020996094
18.3,446.37,298.16,393.3934020996094
18.4,446.51,298.16,396.8775634765625
18.5,446.64,298.17,396.8775634765625
18.6,446.77,298.18,396.8775634765625
18.7,446.91,298.18,396.8775634765625
18.8,447.04,298.19,396.8775634765625
18.9,447.17,298.2,396.8775634765625
19.0,447.3,298.2,396.8775634765625
19.1,447.44,298.21,396.8775634765625
19.2,447.57,298.21,396.8775634765625
19.3,447.7,298.22,396.8775634765625
19.4,447.84,298.23,396.8775634765625
19.5,447.97,298.23,396.8775634765625
19.6,448.1,298.24,396.8775634765625
19.7,448.24,298.25,396.8775634765625
19.8,448.37,298.25,396.8775634765625
19.9,448.5,298.26,400.35211181640625
20.0,448.64,298.27,400.35211181640625
20.1,448.77,298.27,400.35211181640625
20.2,448.9,298.28,400.35211181640625
20.3,449.04,298.28,400.35211181640625
20.4,449.17,298.29,400.35211181640625
20.5,449.3,298.3,400.35211181640625
20.6,449.44,298.3,400.35211181640625
20.7,449.57,298.31,400.35211181640625
20.8,449.7,298.32,400.35211181640625
20.9,449.84,298.32,400.35211181640625
21.0,449.97,298.33,400.35211181640625
21.1,450.1,298.33,400.35211181640625
21.2,450.23,298.34,400.35211181640625
21.3,450.37,298.35,400.35211181640625
21.4,450.5,298.35,403.26953125
21.5,450.63,298.36,403.26953125
21.6,450.77,298.37,403.26953125
21.7,450.9,298.37,403.26953125
21.8,451.03,298.38,403.26953125
21.9,451.17,298.39,403.26953125
22.0,451.3,298.39,403.26953125
22.1,451.43,298.4,403.26953125
22.2,451.57,298.4,403.26953125
22.3,451.7,298.41,403.26953125
22.4,451.83,298.42,403.26953125
22.5,451.97,298.42,403.26953125
22.6,452.1,298.43,403.26953125
22.7,452.23,298.44,403.26953125
22.8,452.37,298.44,403.26953125
22.9,452.5,298.45,403.26953125
23.0,452.63,298.46,405.57098388671875
23.1,452.77,298.46,405.57098388671875
23.2,452.9,298.47,405.57098388671875
23.3,453.03,298.47,405.57098388671875
23.4,453.16,298.48,405.57098388671875
23.5,453.3,298.49,405.57098388671875
23.6,453.43,298.49,405.57098388671875
23.7,453.56,298.5,405.57098388671875
23.8,453.7,298.51,404.1505126953125
23.9,453.83,298.51,404.1505126953125
24.0,453.96,298.52,404.1505126953125
24.1,454.1,298.52,404.1505126953125
24.2,454.23,298.53,404.1505126953125
24.3,454.36,298.54,404.1505126953125
24.4,454.5,298.54,404.1505126953125
24.5,454.63,298.55,404.6311950683594
24.6,454.76,298.56,404.6311950683594
24.7,454.9,298.56,404.6311950683594
24.8,455.03,298.57,404.6311950683594
24.9,455.16,298.58,404.6311950683594
25.0,455.3,298.58,404.6311950683594
25.1,455.43,298.59,404.6311950683594
25.2,455.56,298.59,404.6311950683594
25.3,455.7,298.6,404.6311950683594
25.4,455.83,298.61,404.6311950683594
25.5,455.96,298.61,404.6311950683594
25.6,456.09,298.62,404.6311950683594
25.7,456.23,298.63,404.6311950683594
25.8,456.36,298.63,404.6311950683594
25.9,456.49,298.64,404.6311950683594
26.0,456.63,298.64,407.6843566894531
26.1,456.76,298.65,407.6843566894531
26.2,456.89,298.66,407.6843566894531
26.3,457.03,298.66,407.6843566894531
26.4,457.16,298.67,407.6843566894531
26.5,457.29,298.68,407.6843566894531
26.6,457.43,298.68,407.6843566894531
26.7,457.56,298.69,407.6843566894531
26.8,457.69,298.7,407.6843566894531
26.9,457.83,298.7,407.6843566894531
27.0,457.96,298.71,407.6843566894531
27.1,458.09,298.71,407.6843566894531
27.2,458.23,298.72,407.6843566894531
27.3,458.36,298.73,407.6843566894531
27.4,458.49,298.73,407.6843566894531
27.5,458.63,298.74,407.8041076660156
27.6,458.76,298.75,407.8041076660156
27.7,458.89,298.75,407.8041076660156
27.8,459.02,298.76,407.8041076660156
27.9,459.16,298.77,407.8041076660156
28.0,459.29,298.77,407.8041076660156
28.1,459.42,298.78,407.8041076660156
28.2,459.56,298.78,407.8041076660156
28.3,459.69,298.79,407.8041076660156
28.4,459.82,298.8,407.8041076660156
28.5,459.96,298.8,407.8041076660156
28.6,460.09,298.81,407.8041076660156
28.7,460.22,298.82,407.8041076660156
28.8,460.36,298.82,407.8041076660156
28.9,460.49,298.83,407.8041076660156
29.0,460.62,298.83,407.75164794921875
29.1,460.76,298.84,407.75164794921875
29.2,460.89,298.85,407.75164794921875
29.3,461.02,298.85,407.75164794921875
29.4,461.16,298.86,407.75164794921875
29.5,461.29,298.87,407.75164794921875
29.6,461.42,298.87,407.75164794921875
29.7,461.56,298.88,407.75164794921875
29.8,461.69,298.89,407.75164794921875
29.9,461.82,298.89,407.75164794921875
30.0,461.95,298.9,407.75164794921875
30.1,462.09,298.9,407.75164794921875
30.2,462.22,298.91,407.75164794921875
30.3,462.35,298.92,407.75164794921875
30.4,462.49,298.92,407.75164794921875
30.5,462.62,298.93,408.12969970703125
30.6,462.75,298.94,408.12969970703125
30.7,462.89,298.94,408.12969970703125
30.8,463.02,298.95,408.12969970703125
30.9,463.15,298.95,408.12969970703125
31.0,463.29,298.96,408.12969970703125
31.1,463.42,298.97,408.12969970703125
31.2,463.55,298.97,408.12969970703125
31.3,463.69,298.98,408.12969970703125
31.4,463.82,298.99,408.12969970703125
31.5,463.95,298.99,408.12969970703125
31.6,464.09,299.0,408.12969970703125
31.7,464.22,299.01,408.12969970703125
31.8,464.35,299.01,408.12969970703125
31.9,464.49,299.02,408.12969970703125
32.0,464.62,299.02,408.0248718261719
32.1,464.75,299.03,408.0248718261719
32.2,464.88,299.04,408.0248718261719
32.3,465.02,299.04,408.0248718261719
32.4,465.15,299.05,408.0248718261719
32.5,465.28,299.06,408.0248718261719
32.6,465.42,299.06,408.0248718261719
32.7,465.55,299.07,408.0248718261719
32.8,465.68,299.07,408.0248718261719
32.9,465.82,299.08,408.0248718261719
33.0,465.95,299.09,408.0248718261719
33.1,466.08,299.09,408.0248718261719
33.2,466.22,299.1,408.0248718261719
33.3,466.35,299.11,408.0248718261719
33.4,466.48,299.11,408.0248718261719
33.5,466.62,299.12,407.6263427734375
33.6,466.75,299.13,407.6263427734375
33.7,466.88,299.13,407.6263427734375
33.8,467.02,299.14,407.6263427734375
33.9,467.15,299.14,407.6263427734375
34.0,467.28,299.15,407.6263427734375
34.1,467.42,299.16,407.6263427734375
34.2,467.55,299.16,407.6263427734375
34.3,467.68,299.17,407.6263427734375
34.4,467.82,299.18,407.6263427734375
34.5,467.95,299.18,407.6263427734375
34.6,468.08,299.19,407.6263427734375
34.7,468.21,299.2,407.6263427734375
34.8,468.35,299.2,407.6263427734375
34.9,468.48,299.21,407.6263427734375
35.0,468.61,299.21,407.4971618652344
35.1,468.75,299.22,407.4971618652344
35.2,468.88,299.23,407.4971618652344
35.3,469.01,299.23,407.4971618652344
35.4,469.15,299.24,407.4971618652344
35.5,469.28,299.25,407.4971618652344
35.6,469.41,299.25,407.4971618652344
35.7,469.55,299.26,407.4971618652344
35.8,469.68,299.26,407.4971618652344
35.9,469.81,299.27,407.4971618652344
36.0,469.95,299.28,407.4971618652344
36.1,470.08,299.28,407.4971618652344
36.2,470.21,299.29,407.4971618652344
36.3,470.35,299.3,407.4971618652344
36.4,470.48,299.3,407.4971618652344
36.5,470.61,299.31,408.29522705078125
36.6,470.75,299.32,408.29522705078125
36.7,470.88,299.32,408.29522705078125
36.8,471.01,299.33,408.29522705078125
36.9,471.14,299.33,408.29522705078125
37.0,471.28,299.34,408.29522705078125
37.1,471.41,299.35,408.29522705078125
37.2,471.54,299.35,408.29522705078125
37.3,471.68,299.36,408.29522705078125
37.4,471.81,299.37,408.29522705078125
37.5,471.94,299.37,408.29522705078125
37.6,472.08,299.38,408.29522705078125
37.7,472.21,299.38,408.29522705078125
37.8,472.34,299.39,408.29522705078125
37.9,472.48,299.4,408.29522705078125
38.0,472.61,299.4,408.0240478515625
38.1,472.74,299.41,408.0240478515625
38.2,472.88,299.42,408.0240478515625
38.3,473.01,299.42,408.0240478515625
38.4,473.14,299.43,408.0240478515625
38.5,473.28,299.44,408.0240478515625
38.6,473.41,299.44,408.0240478515625
38.7,473.54,299.45,408.0240478515625
38.8,473.68,299.45,408.0240478515625
38.9,473.81,299.46,408.0240478515625
39.0,473.94,299.47,408.0240478515625
39.1,474.07,299.47,408.0240478515625
39.2,474.21,299.48,408.0240478515625
39.3,474.34,299.49,408.0240478515625
39.4,474.47,299.49,408.0240478515625
39.5,474.61,299.5,408.9076843261719
39.6,474.74,299.51,405.93511962890625
39.7,474.87,299.51,405.93511962890625
39.8,475.01,299.52,405.93511962890625
39.9,475.14,299.52,405.93511962890625
40.0,475.27,299.53,405.93511962890625
40.1,475.41,299.54,405.93511962890625
40.2,475.54,299.54,405.93511962890625
40.3,475.67,299.55,405.93511962890625
40.4,475.81,299.56,405.93511962890625
40.5,475.94,299.56,405.93511962890625
40.6,476.07,299.57,405.93511962890625
40.7,476.21,299.57,405.93511962890625
40.8,476.34,299.58,405.93511962890625
40.9,476.47,299.59,405.93511962890625
41.0,476.61,299.59,406.3990478515625
41.1,476.74,299.6,406.3990478515625
41.2,476.87,299.61,406.3990478515625
41.3,477.0,299.61,406.3990478515625
41.4,477.14,299.62,406.3990478515625
41.5,477.27,299.63,406.3990478515625
41.6,477.4,299.63,406.3990478515625
41.7,477.54,299.64,406.3990478515625
41.8,477.67,299.64,406.3990478515625
41.9,477.8,299.65,406.3990478515625
42.0,477.94,299.66,406.3990478515625
42.1,478.07,299.66,406.3990478515625
42.2,478.2,299.67,406.3990478515625
42.3,478.34,299.68,406.3990478515625
42.4,478.47,299.68,406.3990478515625
42.5,478.6,299.69,406.35546875
42.6,478.74,299.69,406.35546875
42.7,478.87,299.7,406.35546875
42.8,479.0,299.71,406.35546875
42.9,479.14,299.71,406.35546875
43.0,479.27,299.72,406.35546875
43.1,479.4,299.73,406.35546875
43.2,479.54,299.73,406.35546875
43.3,479.67,299.74,406.35546875
43.4,479.8,299.75,406.35546875
43.5,479.93,299.75,406.35546875
43.6,480.07,299.76,406.35546875
43.7,480.2,299.76,406.35546875
43.8,480.33,299.77,406.35546875
43.9,480.47,299.78,406.35546875
44.0,480.6,299.78,407.0727844238281
44.1,480.73,299.79,407.0727844238281
44.2,480.87,299.8,407.0727844238281
44.3,481.0,299.8,407.0727844238281
44.4,481.13,299.81,407.0727844238281
44.5,481.27,299.82,407.0727844238281
44.6,481.4,299.82,407.0727844238281
44.7,481.53,299.83,407.0727844238281
44.8,481.67,299.83,407.0727844238281
44.9,481.8,299.84,407.0727844238281
45.0,481.93,299.85,407.0727844238281
45.1,482.07,299.85,407.0727844238281
45.2,482.2,299.86,407.0727844238281
45.3,482.33,299.87,407.0727844238281
45.4,482.47,299.87,407.0727844238281
45.5,482.6,299.88,406.6832275390625
45.6,482.73,299.88,406.6832275390625
45.7,482.86,299.89,406.6832275390625
45.8,483.0,299.9,406.6832275390625
45.9,483.13,299.9,406.6832275390625
46.0,483.26,299.91,406.6832275390625
46.1,483.4,299.92,406.6832275390625
46.2,483.53,299.92,406.6832275390625
46.3,483.66,299.93,406.6832275390625
46.4,483.8,299.94,406.6832275390625
46.5,483.93,299.94,406.6832275390625
46.6,484.06,299.95,406.6832275390625
46.7,484.2,299.95,406.6832275390625
46.8,484.33,299.96,406.6832275390625
46.9,484.46,299.97,406.6832275390625
47.0,484.6,299.97,406.1188659667969
47.1,484.73,299.98,406.1188659667969
47.2,484.86,299.99,406.1188659667969
47.3,485.0,299.99,406.1188659667969
47.4,485.13,300.0,406.1188659667969
47.5,485.26,300.0,406.1188659667969
47.6,485.4,300.01,406.1188659667969
47.7,485.53,300.02,406.1188659667969
47.8,485.66,300.02,406.1188659667969
47.9,485.79,300.03,406.1188659667969
48.0,485.93,300.04,406.1188659667969
48.1,486.06,300.04,406.1188659667969
48.2,486.19,300.05,406.1188659667969
48.3,486.33,300.06,406.1188659667969
48.4,486.46,300.06,406.1188659667969
48.5,486.59,300.07,407.5287170410156
48.6,486.73,300.07,407.5287170410156
48.7,486.86,300.08,407.5287170410156
48.8,486.99,300.09,407.5287170410156
48.9,487.13,300.09,407.5287170410156
49.0,487.26,300.1,407.5287170410156
49.1,487.39,300.11,407.5287170410156
49.2,487.53,300.11,407.5287170410156
49.3,487.66,300.12,407.5287170410156
49.4,487.79,300.13,407.5287170410156
49.5,487.93,300.13,407.5287170410156
49.6,488.06,300.14,407.5287170410156
49.7,488.19,300.14,407.5287170410156
49.8,488.33,300.15,407.5287170410156
49.9,488.46,300.16,407.5287170410156
50.0,488.59,300.16,409.1607360839844
50.1,488.72,300.17,409.1607360839844
50.2,488.86,300.18,409.1607360839844
50.3,488.99,300.18,409.1607360839844
50.4,489.12,300.19,409.1607360839844
50.5,489.26,300.19,409.1607360839844
50.6,489.39,300.2,409.1607360839844
50.7,489.52,300.21,409.1607360839844
50.8,489.66,300.21,409.1607360839844
50.9,489.79,300.22,409.1607360839844
51.0,489.92,300.23,409.1607360839844
51.1,490.06,300.23,409.1607360839844
51.2,490.19,300.24,409.1607360839844
51.3,490.32,300.25,409.1607360839844
51.4,490.46,300.25,409.1607360839844
51.5,490.59,300.26,410.2345886230469
51.6,490.72,300.26,410.2345886230469
51.7,490.86,300.27,410.2345886230469
51.8,490.99,300.28,410.2345886230469
51.9,491.12,300.28,410.2345886230469
52.0,491.26,300.29,410.2345886230469
52.1,491.39,300.3,410.2345886230469
52.2,491.52,300.3,410.2345886230469
52.3,491.65,300.31,410.2345886230469
52.4,491.79,300.31,410.2345886230469
52.5,491.92,300.32,410.2345886230469
52.6,492.05,300.33,410.2345886230469
52.7,492.19,300.33,410.2345886230469
52.8,492.32,300.34,410.2345886230469
52.9,492.45,300.35,410.2345886230469
53.0,492.59,300.35,411.3309326171875
53.1,492.72,300.36,411.3309326171875
53.2,492.85,300.37,411.3309326171875
53.3,492.99,300.37,411.3309326171875
53.4,493.12,300.38,411.3309326171875
53.5,493.25,300.38,411.3309326171875
53.6,493.39,300.39,411.3309326171875
53.7,493.52,300.4,411.3309326171875
53.8,493.65,300.4,411.3309326171875
53.9,493.79,300.41,411.3309326171875
54.0,493.92,300.42,411.3309326171875
54.1,494.05,300.42,411.3309326171875
54.2,494.19,300.43,411.3309326171875
54.3,494.32,300.44,411.3309326171875
54.4,494.45,300.44,411.3309326171875
54.5,494.58,300.45,413.972412109375
54.6,494.72,300.45,413.972412109375
54.7,494.85,300.46,413.972412109375
54.8,494.98,300.47,413.972412109375
54.9,495.12,300.47,413.972412109375
55.0,495.25,300.48,413.972412109375
55.1,495.38,300.49,413.972412109375
55.2,495.52,300.49,413.972412109375
55.3,495.65,300.5,413.972412109375
55.4,495.78,300.5,409.31719970703125
55.5,495.92,300.51,409.31719970703125
55.6,496.05,300.52,409.31719970703125
55.7,496.18,300.52,409.31719970703125
55.8,496.32,300.53,409.31719970703125
55.9,496.45,300.54,409.31719970703125
56.0,496.58,300.54,410.0213623046875
56.1,496.72,300.55,410.0213623046875
56.2,496.85,300.56,410.0213623046875
56.3,496.98,300.56,410.0213623046875
56.4,497.12,300.57,410.0213623046875
56.5,497.25,300.57,410.0213623046875
56.6,497.38,300.58,410.0213623046875
56.7,497.51,300.59,410.0213623046875
56.8,497.65,300.59,410.0213623046875
56.9,497.78,300.6,410.0213623046875
57.0,497.91,300.61,410.0213623046875
57.1,498.05,300.61,410.0213623046875
57.2,498.18,300.62,410.0213623046875
57.3,498.31,300.62,410.0213623046875
57.4,498.45,300.63,410.0213623046875
57.5,498.58,300.64,410.617431640625
57.6,498.71,300.64,410.617431640625
57.7,498.85,300.65,410.617431640625
57.8,498.98,300.66,410.617431640625
57.9,499.11,300.66,410.617431640625
58.0,499.25,300.67,410.617431640625
58.1,499.38,300.68,410.617431640625
58.2,499.51,300.68,410.617431640625
58.3,499.65,300.69,410.617431640625
58.4,499.78,300.69,410.617431640625
58.5,499.91,300.7,410.617431640625
58.6,500.05,300.71,410.617431640625
58.7,500.18,300.71,410.617431640625
58.8,500.31,300.72,410.617431640625
58.9,500.44,300.73,410.617431640625
59.0,500.58,300.73,411.48870849609375
59.1,500.71,300.74,411.48870849609375
59.2,500.84,300.75,411.48870849609375
59.3,500.98,300.75,411.48870849609375
59.4,501.11,300.76,411.48870849609375
59.5,501.24,300.76,411.48870849609375
59.6,501.38,300.77,411.48870849609375
59.7,501.51,300.78,411.48870849609375
59.8,501.64,300.78,411.48870849609375
59.9,501.78,300.79,411.48870849609375
60.0,501.91,300.8,411.48870849609375
60.1,502.04,300.8,411.48870849609375
60.2,502.18,300.81,411.48870849609375
60.3,502.31,300.81,411.48870849609375
60.4,502.44,300.82,411.48870849609375
60.5,502.58,300.83,412.5547790527344
60.6,502.71,300.83,412.5547790527344
60.7,502.84,300.84,412.5547790527344
60.8,502.98,300.85,412.5547790527344
60.9,503.11,300.85,412.5547790527344
61.0,503.24,300.86,412.5547790527344
61.1,503.37,300.87,412.5547790527344
61.2,503.51,300.87,412.5547790527344
61.3,503.64,300.88,412.5547790527344
61.4,503.77,300.88,412.5547790527344
61.5,503.91,300.89,412.5547790527344
61.6,504.04,300.9,412.5547790527344
61.7,504.17,300.9,412.5547790527344
61.8,504.31,300.91,412.5547790527344
61.9,504.44,300.92,412.5547790527344
62.0,504.57,300.92,413.19970703125
62.1,504.71,300.93,413.19970703125
62.2,504.84,300.93,413.19970703125
62.3,504.97,300.94,413.19970703125
62.4,505.11,300.95,413.19970703125
62.5,505.24,300.95,413.19970703125
62.6,505.37,300.96,413.19970703125
62.7,505.51,300.97,413.19970703125
62.8,505.64,300.97,413.19970703125
62.9,505.77,300.98,413.19970703125
63.0,505.91,300.99,413.19970703125
63.1,506.04,300.99,413.19970703125
63.2,506.17,301.0,413.19970703125
63.3,506.3,301.0,413.19970703125
63.4,506.44,301.01,413.19970703125
63.5,506.57,301.02,414.14892578125
63.6,506.7,301.02,414.14892578125
63.7,506.84,301.03,414.14892578125
63.8,506.97,301.04,414.14892578125
63.9,507.1,301.04,414.14892578125
64.0,507.24,301.05,414.14892578125
64.1,507.37,301.06,414.14892578125
64.2,507.5,301.06,414.14892578125
64.3,507.64,301.07,414.14892578125
64.4,507.77,301.07,414.14892578125
64.5,507.9,301.08,414.14892578125
64.6,508.04,301.09,414.14892578125
64.7,508.17,301.09,414.14892578125
64.8,508.3,301.1,414.14892578125
64.9,508.44,301.11,414.14892578125
65.0,508.57,301.11,415.5312194824219
65.1,508.7,301.12,415.5312194824219
65.2,508.84,301.12,415.5312194824219
65.3,508.97,301.13,415.5312194824219
65.4,509.1,301.14,415.5312194824219
65.5,509.23,301.14,415.5312194824219
65.6,509.37,301.15,415.5312194824219
65.7,509.5,301.16,415.5312194824219
65.8,509.63,301.16,415.5312194824219
65.9,509.77,301.17,415.5312194824219
66.0,509.9,301.18,415.5312194824219
66.1,510.03,301.18,415.5312194824219
66.2,510.17,301.19,415.5312194824219
66.3,510.3,301.19,415.5312194824219
66.4,510.43,301.2,415.5312194824219
66.5,510.57,301.21,415.8952331542969
66.6,510.7,301.21,415.8952331542969
66.7,510.83,301.22,415.8952331542969
66.8,510.97,301.23,415.8952331542969
66.9,511.1,301.23,415.8952331542969
67.0,511.23,301.24,415.8952331542969
67.1,511.37,301.24,415.8952331542969
67.2,511.5,301.25,415.8952331542969
67.3,511.63,301.26,415.8952331542969
67.4,511.77,301.26,415.8952331542969
67.5,511.9,301.27,415.8952331542969
67.6,512.03,301.28,415.8952331542969
67.7,512.17,301.28,415.8952331542969
67.8,512.3,301.29,415.8952331542969
67.9,512.43,301.3,415.8952331542969
68.0,512.56,301.3,417.6604309082031
68.1,512.7,301.31,417.6604309082031
68.2,512.83,301.31,417.6604309082031
68.3,512.96,301.32,417.6604309082031
68.4,513.1,301.33,417.6604309082031
68.5,513.23,301.33,417.6604309082031
68.6,513.36,301.34,417.6604309082031
68.7,513.5,301.35,417.6604309082031
68.8,513.63,301.35,417.6604309082031
68.9,513.76,301.36,417.6604309082031
69.0,513.9,301.37,417.6604309082031
69.1,514.03,301.37,417.6604309082031
69.2,514.16,301.38,417.6604309082031
69.3,514.3,301.38,417.6604309082031
69.4,514.43,301.39,417.6604309082031
69.5,514.56,301.4,417.72503662109375
69.6,514.7,301.4,417.72503662109375
69.7,514.83,301.41,417.72503662109375
69.8,514.96,301.42,417.72503662109375
69.9,515.1,301.42,417.72503662109375
70.0,515.23,301.43,417.72503662109375
70.1,515.36,301.43,417.72503662109375
70.2,515.49,301.44,417.72503662109375
70.3,515.63,301.45,417.72503662109375
70.4,515.76,301.45,417.72503662109375
70.5,515.89,301.46,417.72503662109375
